p = 12; number of cycles = 10000; data structure = Apache Data Sketches Java CPC
true distinct count; minimum memory size; average memory size; maximum memory size; minimum serialization size; average serialization size; maximum serialization size; relative distinct count estimation bias; relative distinct count estimation rmse; estimated memory MVP; estimated serialization MVP
24; 248; 248.0; 248; 64; 67.282; 72; -3.1537780699568164E-5; 0.006339474005447206; 0.07973483844082982; 0.021631933064418997
25; 248; 372.7616; 376; 64; 68.0896; 72; -4.4271875687300975E-5; 0.006368649404053128; 0.12095277512078488; 0.022093547395612086
26; 248; 375.9616; 376; 64; 68.9104; 72; -5.6753651541421235E-5; 0.00641706169509716; 0.12385282175169782; 0.02270111492247665
27; 376; 376.0; 376; 68; 70.7004; 76; -7.64353470457688E-5; 0.0064572294093379855; 0.12542100142761672; 0.02358328449290711
28; 376; 376.0; 376; 68; 71.9284; 76; -7.03335599406454E-5; 0.006446147694603259; 0.12499088286272182; 0.023910622922614363
29; 376; 376.0; 376; 68; 72.5896; 76; -5.1479096849618E-5; 0.006383296836002641; 0.12256540731753618; 0.023662164603768684
30; 376; 376.0; 376; 72; 74.1072; 80; -3.784993419480115E-5; 0.006354364177266607; 0.12145685584476601; 0.02393837103047671
31; 376; 376.0; 376; 72; 75.6384; 80; -4.187693634045997E-5; 0.006350963817322646; 0.12132690215809581; 0.024406842436688603
32; 376; 376.0; 376; 72; 76.3732; 80; -2.431350032618409E-5; 0.006329016344375478; 0.12048979524521476; 0.024473912846334666
33; 376; 376.0; 376; 72; 77.252; 84; -4.180615992619605E-5; 0.00636859991505085; 0.12200166715298097; 0.0250661510396332
34; 376; 376.0; 376; 76; 78.7204; 84; -5.293159353439905E-5; 0.0063905014825138455; 0.12284223566761905; 0.025718590235769254
35; 376; 376.0; 376; 76; 79.8232; 84; -4.9639570518012E-5; 0.006367460786463127; 0.12195802705637405; 0.02589117017374031
36; 376; 376.0; 376; 76; 80.5448; 88; -8.327082295208E-5; 0.00642955869812609; 0.1243483889583678; 0.026637276912164744
37; 376; 376.0; 376; 76; 81.7068; 88; -8.3074300371436E-5; 0.00644523501192604; 0.12495549151174346; 0.027153492962371593
38; 376; 376.0; 376; 80; 83.078; 88; -7.283048210374628E-5; 0.006406986120526504; 0.12347680921504672; 0.02728246371267993
39; 376; 376.0; 376; 80; 84.0276; 88; -5.845311716331009E-5; 0.006383585375978628; 0.12257648805524386; 0.027393106669443643
40; 376; 376.0; 376; 80; 84.8228; 92; -5.52996779902775E-5; 0.006369466723802798; 0.12203487988765849; 0.027530160132273614
42; 376; 376.0; 376; 84; 87.384; 92; -7.946698916997985E-5; 0.006425145768809277; 0.12417775443654683; 0.02885943854702981
44; 376; 376.0; 376; 84; 89.1912; 96; -5.0719464024420606E-5; 0.0063960299960339395; 0.12305487272817907; 0.029189924905514798
46; 376; 376.0; 376; 88; 91.6528; 100; -3.048480397614169E-5; 0.006360922012997447; 0.12170767719714998; 0.029667152650571668
48; 376; 376.0; 376; 88; 93.562; 100; -1.561131434855015E-5; 0.006338535146650359; 0.12085249963840826; 0.030072344604172213
50; 376; 630.848; 632; 92; 95.9044; 104; -9.47443569782324E-6; 0.006343465776503624; 0.20308035777253375; 0.03087320537429014
52; 632; 632.0; 632; 92; 97.9388; 104; 1.2101916924193509E-5; 0.006335262567404118; 0.20292534989044436; 0.03144662224343394
54; 632; 632.0; 632; 96; 100.162; 108; 2.7713129249876048E-6; 0.006356796067544072; 0.20430717717140212; 0.03237945487316769
56; 632; 632.0; 632; 96; 102.318; 108; 1.067373916727341E-5; 0.0063569589322012765; 0.20431764623294676; 0.033078121720352294
58; 632; 632.0; 632; 100; 104.4308; 112; 3.056949020430348E-5; 0.0063677753242082835; 0.20501353240243694; 0.033876150632298124
60; 632; 632.0; 632; 100; 106.678; 112; 4.618992482438619E-5; 0.006344515287073493; 0.2035185320963091; 0.034352768935079214
62; 632; 632.0; 632; 104; 108.7364; 116; 5.794772975691204E-5; 0.006338467566237366; 0.2031307210221568; 0.03494889767935704
65; 632; 632.0; 632; 108; 111.7532; 120; 5.577730990126108E-5; 0.006342277936504936; 0.20337501852712367; 0.035961723291875566
68; 632; 632.0; 632; 108; 114.5148; 120; 4.3855608037692915E-5; 0.006350928006780265; 0.20393015278317891; 0.036950982056859455
71; 632; 632.0; 632; 112; 117.2964; 124; 2.7658889878166182E-5; 0.0063833832431113855; 0.20601977271336852; 0.03823635706977273
74; 632; 632.0; 632; 116; 120.2132; 128; 1.3136345885621535E-5; 0.006388379371685375; 0.20634239287868433; 0.03924854326519598
77; 632; 632.0; 632; 116; 123.0752; 132; 2.753226650163796E-5; 0.006366858625009359; 0.20495450952432828; 0.03991268552311488
80; 632; 632.0; 632; 120; 125.8616; 132; 3.23851567429525E-5; 0.0063757575129062384; 0.20552783521325102; 0.04093047813999385
84; 632; 632.0; 632; 124; 129.6728; 136; 3.708022857011298E-5; 0.0063547500433666915; 0.20417568006271034; 0.04189245589499339
88; 632; 632.0; 632; 128; 133.4704; 140; 7.100389696122234E-5; 0.006328388258652393; 0.20248520564657332; 0.042762312328687345
92; 632; 632.0; 632; 132; 137.2696; 144; 7.780387253484513E-5; 0.006337874789272416; 0.20309272900576605; 0.04411148366064858
96; 632; 632.0; 632; 136; 141.074; 148; 6.399176606214265E-5; 0.0063757138418967935; 0.20552501968042214; 0.04587695668733524
100; 632; 1143.3856; 1144; 140; 144.8632; 152; 6.629020473275502E-5; 0.006381999264714106; 0.3725599828784391; 0.047202126134626765
105; 1144; 1144.0; 1144; 144; 149.6064; 156; 5.5351078477265125E-5; 0.006387376501611229; 0.3733885911031648; 0.04882982772379066
110; 1144; 1144.0; 1144; 148; 154.3568; 164; 5.285391020440834E-5; 0.006400871684856001; 0.3749680409994724; 0.050593415131946984
115; 1144; 1144.0; 1144; 152; 159.1112; 168; 2.3464551231102523E-5; 0.0063809103804259885; 0.3726329901742735; 0.05182699495298677
120; 1144; 1144.0; 1144; 156; 163.8392; 172; 2.267691941765585E-5; 0.006367315078272746; 0.3710468023525071; 0.05313986998251126
125; 1144; 1144.0; 1144; 160; 168.5756; 176; 1.7988759186064737E-5; 0.006370077594875478; 0.3713688361444506; 0.05472353529226613
131; 1144; 1144.0; 1144; 164; 173.5488; 184; -1.1772154263888208E-5; 0.006369937369683074; 0.37135248636140444; 0.056335470616292044
137; 1144; 1144.0; 1144; 172; 178.4504; 188; -6.0426851724803194E-5; 0.00640438253173014; 0.3753794900877065; 0.05855473790030354
