p = 12; number of cycles = 10000; data structure = Google Zetasketch Sparse
true distinct count; minimum memory size; average memory size; maximum memory size; minimum serialization size; average serialization size; maximum serialization size; relative distinct count estimation bias; relative distinct count estimation rmse; estimated memory MVP; estimated serialization MVP
1606; 6184; 9467.0184; 9984; 2071; 2148.291; 2235; -2.945205479452055E-5; 0.011894526630976506; 10.715132215085337; 2.4315176255998288
1686; 6184; 9467.6216; 10224; 2139; 2213.349; 2301; -1.0213523131672597E-4; 0.011936585913853496; 10.79173159410736; 2.522900612344491
1770; 8040; 9468.4104; 10360; 2198; 2279.0116; 2369; -2.2372881355932205E-5; 0.012047320172130489; 10.993803381523932; 2.6461680869486033
1858; 6184; 9468.1208; 10512; 2253; 2344.737; 2432; 2.3842841765339073E-5; 0.012084709095337992; 11.061809581439956; 2.739406769351398
1950; 8040; 9469.2048; 10616; 2331; 2410.3989; 2502; 8.656410256410256E-5; 0.012211672453669617; 11.296757092961956; 2.8756048100726153
2047; 8536; 9826.8048; 11176; 2390; 2476.2975; 2557; 5.979482169027845E-5; 0.012271323340575423; 11.838184807076038; 2.9831535314816042
2149; 8952; 9982.0472; 11272; 2461; 2542.2513; 2627; 8.082829222894369E-5; 0.01228349948165224; 12.049078387423952; 3.068687673028679
2256; 8952; 9982.4816; 11400; 2521; 2607.8673; 2689; 7.411347517730496E-5; 0.012299965644112006; 12.081929636264775; 3.1563363181471633
2368; 6696; 9982.36; 11472; 2589; 2673.0325; 2758; 1.2875844594594594E-4; 0.012326411063808442; 12.133790946499499; 3.2491332258302563
2486; 6152; 9982.748; 11752; 2648; 2737.7598; 2820; 1.2912308930008046E-4; 0.012351357635484964; 12.183427661384979; 3.341294248592452
2610; 8952; 9983.4976; 11784; 2709; 2801.9361; 2889; 1.3475095785440614E-4; 0.012381393673321136; 12.243674344134702; 3.436269984326419
2740; 9048; 10019.3816; 12120; 2775; 2865.2514; 2947; 1.2262773722627738E-4; 0.012458991285411728; 12.442185405851268; 3.558102742905301
2877; 9048; 10280.512; 14104; 2834; 2927.9105; 3012; 9.023288147375739E-5; 0.012546995585096686; 12.947449378384993; 3.6874596307257748
3020; 9592; 10671.5936; 14104; 2898; 2988.9994; 3066; 1.0629139072847682E-4; 0.012602046075230184; 13.558179869374149; 3.7975013867330385
3171; 6696; 10701.5856; 14104; 2958; 3066.7896; 4116; -3.5509303058971935E-5; 0.012636435984664867; 13.670591934876231; 3.917627792625637
3329; 6240; 10623.824; 14104; 3016; 3823.4198; 4116; -6.234304595974767E-4; 0.012993914937514551; 14.34996669539253; 5.164425426522914
3495; 6240; 7508.4488; 14104; 3071; 4115.5875; 4116; 4.00486409155937E-4; 0.012353361531445776; 9.166647137163222; 5.024491659931109
3669; 6240; 6241.5584; 10136; 4116; 4116.0; 4116; 4.028890705914418E-4; 0.012326262527635367; 7.586576681000796; 5.002973234857384
3852; 6240; 6240.0; 6240; 4116; 4116.0; 4116; 6.272066458982347E-4; 0.012530722654028097; 7.838388990790074; 5.170321968924991
4044; 6240; 6240.0; 6240; 4116; 4116.0; 4116; 5.965875370919881E-4; 0.012456290535863866; 7.745545961779476; 5.109081278635308
4246; 6240; 6240.0; 6240; 4116; 4116.0; 4116; 8.797927461139896E-4; 0.01243358756364941; 7.717337457170629; 5.090474515018319
4458; 6240; 6240.0; 6240; 4116; 4116.0; 4116; 0.0010215791834903543; 0.012432727053239754; 7.716269282859553; 5.089769930809282
4680; 6240; 6240.0; 6240; 4116; 4116.0; 4116; 8.066239316239316E-4; 0.01237016470667767; 7.6388070655270655; 5.0386746605303525
4913; 6240; 6240.0; 6240; 4116; 4116.0; 4116; 9.505393853042947E-4; 0.012504885442515606; 7.806098223727501; 5.149022482189486
5158; 6240; 6240.0; 6240; 4116; 4116.0; 4116; 9.126017836370687E-4; 0.01245661606615802; 7.745950808277733; 5.109348321613966
5415; 6240; 6240.0; 6240; 4116; 4116.0; 4116; 8.495290858725762E-4; 0.01248799534219673; 7.785025381123022; 5.135122511009993
5685; 6240; 6240.0; 6240; 4116; 4116.0; 4116; 7.831486367634125E-4; 0.012547890467310365; 7.8598817945665465; 5.184498952954472
5969; 6240; 6240.0; 6240; 4116; 4116.0; 4116; 9.180432233204892E-4; 0.012599155901431172; 7.924237373074113; 5.226948882623885
6267; 6240; 6240.0; 6240; 4116; 4116.0; 4116; 0.0011022658369235678; 0.012611027413560473; 7.939177580284642; 5.236803673149293
