p = 12; sample_size = 100
true distinct count; compressed bytes hll6 bzip2; compressed bytes hll6 lzma; compressed bytes hll6 deflate; compressed bytes hll6 zstd; compressed bytes hll8 bzip2; compressed bytes hll8 lzma; compressed bytes hll8 deflate; compressed bytes hll8 zstd; compressed bytes ull bzip2; compressed bytes ull lzma; compressed bytes ull deflate; compressed bytes ull zstd
62.0; 191.31; 181.48; 199.99; 222.13; 169.93; 175.75; 177.36; 224.45; 173.53; 178.24; 183.37; 226.23
65.0; 195.37; 187.02; 205.87; 226.71; 171.03; 180.72; 182.49; 225.55; 175.2; 183.4; 188.56; 227.91
68.0; 201.79; 192.45; 211.81; 230.02; 173.17; 185.11; 187.72; 227.43; 178.83; 187.87; 193.86; 230.99
71.0; 214.32; 197.72; 217.27; 235.76; 177.37; 189.5; 192.77; 228.66; 184.7; 192.68; 199.22; 233.13
74.0; 226.45; 202.97; 222.84; 240.73; 182.54; 193.75; 197.65; 228.25; 189.39; 197.11; 204.05; 234.29
77.0; 232.74; 207.88; 228.13; 246.12; 187.18; 197.81; 202.74; 230.67; 194.53; 201.27; 209.15; 237.55
80.0; 237.25; 212.67; 233.52; 252.22; 192.96; 202.0; 207.49; 233.6; 201.58; 205.81; 214.06; 240.61
84.0; 241.54; 219.29; 240.28; 259.77; 203.88; 207.57; 214.11; 239.61; 211.41; 211.79; 220.67; 247.29
88.0; 246.29; 225.01; 246.38; 267.5; 214.49; 213.22; 220.25; 245.54; 220.11; 217.72; 227.11; 253.37
92.0; 252.46; 231.39; 252.81; 273.78; 220.76; 218.38; 226.02; 253.39; 226.52; 223.35; 232.69; 260.84
96.0; 257.62; 237.61; 259.28; 281.49; 226.31; 223.8; 231.83; 259.82; 232.03; 228.94; 238.99; 267.39
100.0; 263.2; 243.95; 265.81; 288.66; 231.63; 229.34; 237.25; 266.93; 237.41; 234.67; 244.26; 274.7
105.0; 269.05; 251.54; 273.69; 297.15; 238.52; 235.86; 244.26; 275.77; 243.7; 241.78; 251.42; 284.03
110.0; 275.61; 259.53; 281.63; 306.46; 243.2; 241.96; 251.12; 283.57; 248.83; 248.26; 258.5; 291.67
115.0; 282.58; 267.08; 289.61; 316.45; 247.63; 248.6; 258.02; 292.94; 253.84; 255.11; 265.48; 300.56
120.0; 289.33; 274.63; 297.48; 324.41; 252.72; 254.51; 265.18; 300.43; 259.62; 261.47; 272.82; 308.16
125.0; 296.93; 282.3; 305.09; 331.41; 257.94; 260.54; 271.87; 309.17; 265.14; 267.98; 279.48; 317.35
131.0; 305.37; 290.59; 313.75; 341.54; 263.84; 268.05; 279.1; 317.38; 271.82; 275.8; 286.82; 326.1
137.0; 313.14; 299.62; 322.88; 350.94; 270.95; 275.04; 286.66; 327.58; 278.62; 283.43; 294.88; 336.14
143.0; 321.54; 308.08; 331.52; 359.35; 277.63; 281.71; 294.17; 335.8; 284.39; 290.54; 302.62; 344.12
150.0; 331.8; 317.97; 341.29; 371.12; 284.0; 289.77; 302.87; 345.5; 289.5; 299.21; 311.44; 354.68
157.0; 340.6; 327.13; 350.72; 382.45; 289.72; 298.04; 311.4; 354.59; 295.17; 308.03; 320.32; 364.82
164.0; 348.88; 336.85; 360.21; 392.68; 297.71; 305.66; 319.87; 365.25; 301.9; 316.1; 329.03; 375.57
172.0; 358.39; 347.72; 370.68; 403.82; 307.53; 314.15; 328.93; 377.3; 312.5; 325.33; 338.48; 387.63
180.0; 367.71; 358.09; 381.35; 416.01; 316.73; 322.26; 337.74; 389.52; 321.6; 334.1; 347.7; 399.25
188.0; 377.22; 368.57; 391.77; 428.59; 324.95; 330.61; 347.14; 399.47; 328.52; 343.0; 357.28; 410.7
197.0; 388.08; 380.38; 402.18; 441.33; 333.28; 339.86; 356.91; 410.86; 337.17; 352.74; 367.56; 422.25
206.0; 398.94; 391.52; 412.88; 453.08; 342.18; 349.37; 367.11; 422.15; 346.53; 362.71; 377.97; 434.08
216.0; 410.83; 403.63; 423.86; 466.38; 352.2; 359.58; 377.79; 435.67; 355.32; 373.86; 388.96; 446.73
226.0; 424.69; 416.1; 435.71; 479.72; 362.11; 369.43; 388.41; 447.26; 366.11; 384.14; 399.94; 459.55
237.0; 442.97; 429.75; 448.21; 494.11; 370.63; 380.84; 400.04; 460.73; 374.57; 396.39; 411.94; 473.19
248.0; 455.9; 442.41; 460.71; 507.56; 382.1; 391.57; 410.66; 474.99; 381.82; 408.08; 422.93; 486.86
260.0; 469.54; 455.83; 473.31; 519.93; 401.96; 403.6; 422.67; 488.46; 393.56; 421.02; 435.39; 501.64
273.0; 481.22; 470.83; 487.51; 535.4; 413.72; 416.01; 435.38; 505.19; 410.89; 433.98; 448.76; 517.88
286.0; 494.99; 485.81; 501.46; 550.57; 425.82; 428.42; 447.42; 519.9; 426.65; 447.01; 461.23; 532.03
300.0; 509.83; 500.7; 515.6; 566.79; 438.05; 440.83; 459.74; 535.47; 439.43; 460.7; 474.36; 549.76
314.0; 524.11; 514.95; 529.53; 583.44; 449.28; 453.24; 472.23; 550.81; 452.3; 473.99; 487.23; 565.64
329.0; 539.57; 530.83; 544.63; 601.91; 461.91; 467.49; 485.24; 566.36; 463.47; 488.76; 500.8; 582.32
345.0; 555.98; 547.36; 560.39; 618.82; 474.69; 480.79; 499.12; 581.82; 476.54; 503.16; 515.3; 597.66
362.0; 572.17; 564.73; 577.2; 638.95; 488.25; 495.77; 513.68; 598.61; 491.12; 519.74; 530.25; 613.24
380.0; 589.55; 582.41; 595.3; 657.67; 502.49; 511.2; 528.5; 616.38; 503.97; 536.27; 546.27; 632.87
398.0; 605.31; 599.32; 611.9; 674.41; 516.57; 526.27; 543.73; 634.79; 518.0; 552.29; 562.31; 652.6
417.0; 622.39; 617.22; 628.63; 692.91; 530.67; 541.49; 558.52; 651.39; 533.49; 569.11; 578.06; 670.46
437.0; 640.31; 635.52; 646.63; 709.88; 546.91; 557.13; 573.83; 670.48; 548.95; 586.45; 594.5; 689.64
458.0; 658.33; 653.71; 664.49; 728.79; 562.65; 573.04; 590.32; 688.53; 566.23; 603.69; 611.51; 710.18
480.0; 676.88; 673.46; 682.95; 748.32; 578.2; 589.79; 606.03; 708.05; 582.98; 621.7; 628.52; 730.59
503.0; 696.58; 692.82; 701.08; 766.32; 594.96; 606.3; 622.87; 726.82; 600.43; 639.77; 646.43; 750.83
528.0; 725.36; 713.38; 720.47; 786.6; 619.38; 624.39; 640.56; 745.93; 619.29; 659.18; 665.25; 770.9
554.0; 747.33; 734.41; 740.81; 805.76; 636.87; 642.34; 659.28; 767.24; 638.75; 679.55; 685.55; 792.49
581.0; 768.51; 755.83; 761.11; 825.01; 653.13; 660.18; 676.83; 787.18; 659.27; 699.17; 704.27; 813.81
610.0; 790.59; 778.88; 782.77; 845.49; 673.2; 678.6; 697.15; 806.59; 687.54; 720.01; 725.7; 834.51
640.0; 812.69; 802.01; 803.79; 866.15; 693.37; 697.51; 716.4; 826.77; 710.93; 740.95; 746.56; 854.88
672.0; 835.46; 825.54; 825.9; 886.84; 714.47; 717.16; 735.88; 848.11; 731.62; 762.9; 767.72; 878.35
705.0; 858.53; 850.6; 848.37; 907.64; 735.19; 736.45; 755.94; 867.83; 753.67; 785.54; 789.13; 899.15
740.0; 882.47; 876.17; 871.53; 928.84; 755.99; 756.32; 775.48; 886.63; 777.03; 808.06; 810.92; 919.75
776.0; 906.93; 901.1; 895.75; 949.68; 777.75; 775.79; 796.79; 906.5; 800.96; 831.49; 834.58; 941.04
814.0; 930.75; 927.2; 919.37; 970.74; 799.23; 795.94; 817.6; 925.68; 824.88; 854.87; 857.2; 962.36
854.0; 955.13; 953.52; 943.24; 992.96; 821.26; 816.51; 839.4; 945.21; 850.27; 879.29; 881.34; 983.56
896.0; 981.01; 981.46; 968.66; 1015.73; 843.8; 838.21; 861.71; 964.93; 877.05; 904.9; 905.49; 1006.56
940.0; 1007.42; 1010.24; 994.27; 1038.26; 865.96; 860.47; 883.42; 984.71; 903.37; 931.44; 929.54; 1029.02
986.0; 1033.66; 1037.75; 1020.53; 1060.08; 889.28; 883.23; 906.42; 1004.59; 931.43; 957.96; 955.27; 1051.66
1035.0; 1060.92; 1066.91; 1047.03; 1083.06; 912.23; 907.01; 929.21; 1026.49; 959.41; 987.23; 981.11; 1075.0
1086.0; 1087.46; 1096.78; 1073.5; 1105.5; 936.22; 929.74; 953.2; 1046.28; 989.46; 1015.64; 1008.64; 1099.41
1140.0; 1115.3; 1126.49; 1100.06; 1129.15; 962.83; 954.18; 977.04; 1066.59; 1019.19; 1044.78; 1036.29; 1122.53
1197.0; 1144.13; 1157.37; 1127.94; 1154.04; 989.74; 978.75; 1000.86; 1086.77; 1050.94; 1074.89; 1063.98; 1145.42
1256.0; 1171.93; 1188.5; 1155.39; 1176.16; 1012.8; 1004.96; 1025.39; 1108.2; 1080.13; 1106.06; 1092.54; 1169.97
1318.0; 1197.44; 1218.63; 1183.41; 1199.41; 1035.5; 1029.32; 1049.88; 1127.07; 1111.54; 1137.27; 1121.69; 1193.71
1383.0; 1225.58; 1250.0; 1211.62; 1221.86; 1057.37; 1055.49; 1074.77; 1147.42; 1146.4; 1168.85; 1151.18; 1218.25
1452.0; 1253.46; 1281.24; 1239.7; 1245.68; 1080.17; 1080.79; 1098.85; 1168.34; 1182.61; 1201.24; 1181.0; 1243.69
1524.0; 1287.31; 1313.24; 1267.23; 1270.46; 1104.19; 1106.96; 1125.17; 1189.47; 1214.86; 1233.87; 1211.83; 1268.77
1600.0; 1318.5; 1346.12; 1296.23; 1294.3; 1127.43; 1133.3; 1151.02; 1211.06; 1247.38; 1267.47; 1243.37; 1294.86
1680.0; 1345.44; 1379.72; 1324.12; 1317.62; 1151.5; 1158.86; 1175.51; 1230.58; 1280.9; 1301.57; 1274.11; 1319.97
1763.0; 1372.59; 1414.22; 1352.31; 1341.19; 1174.15; 1184.48; 1199.86; 1250.95; 1314.19; 1334.57; 1305.96; 1345.42
1851.0; 1401.38; 1447.46; 1380.39; 1364.33; 1197.16; 1210.29; 1225.05; 1272.61; 1347.73; 1369.2; 1337.7; 1372.38
1943.0; 1429.15; 1478.73; 1407.8; 1386.26; 1221.13; 1235.5; 1250.73; 1293.47; 1382.14; 1403.53; 1369.78; 1399.0
2040.0; 1455.05; 1512.4; 1436.63; 1408.48; 1244.09; 1260.88; 1275.78; 1312.17; 1414.38; 1438.05; 1401.2; 1424.19
2141.0; 1481.71; 1546.52; 1464.3; 1430.88; 1265.89; 1286.25; 1300.79; 1331.87; 1448.05; 1473.85; 1434.38; 1450.66
2248.0; 1506.05; 1579.02; 1491.52; 1452.72; 1287.83; 1310.24; 1324.77; 1352.08; 1482.52; 1508.6; 1466.53; 1476.52
2360.0; 1531.24; 1611.02; 1518.08; 1473.91; 1309.66; 1334.78; 1350.1; 1370.73; 1517.35; 1545.12; 1499.81; 1501.62
2477.0; 1553.5; 1644.29; 1544.99; 1495.26; 1329.95; 1358.72; 1374.46; 1388.95; 1551.16; 1580.6; 1533.01; 1525.2
2600.0; 1577.05; 1676.68; 1571.55; 1515.65; 1351.23; 1382.83; 1399.09; 1407.43; 1584.11; 1616.73; 1566.06; 1548.76
2729.0; 1598.35; 1707.86; 1597.4; 1536.93; 1369.42; 1407.95; 1423.68; 1425.53; 1617.95; 1654.6; 1599.78; 1572.36
2865.0; 1620.03; 1740.41; 1623.63; 1557.74; 1388.06; 1430.08; 1447.05; 1442.6; 1650.95; 1691.36; 1632.93; 1596.28
3008.0; 1640.01; 1770.98; 1648.54; 1579.28; 1407.15; 1454.15; 1470.87; 1459.1; 1683.77; 1728.53; 1665.93; 1618.99
3158.0; 1658.06; 1801.92; 1672.89; 1600.45; 1425.52; 1480.1; 1494.2; 1474.17; 1717.11; 1765.6; 1700.92; 1641.0
3315.0; 1675.93; 1832.65; 1697.02; 1620.82; 1442.72; 1497.17; 1516.14; 1488.04; 1748.02; 1800.7; 1733.48; 1662.45
3480.0; 1693.26; 1862.3; 1720.58; 1641.43; 1460.01; 1506.8; 1539.28; 1502.68; 1779.42; 1837.42; 1765.52; 1682.75
3653.0; 1710.17; 1891.76; 1742.82; 1662.69; 1476.23; 1521.93; 1559.83; 1515.92; 1808.69; 1872.72; 1797.95; 1703.13
3835.0; 1726.81; 1918.8; 1763.82; 1684.25; 1492.11; 1522.58; 1580.83; 1529.82; 1837.22; 1907.96; 1829.61; 1722.73
4026.0; 1743.13; 1947.19; 1784.54; 1706.8; 1507.34; 1521.07; 1601.66; 1541.39; 1865.54; 1943.74; 1861.96; 1742.3
4227.0; 1759.51; 1974.89; 1804.75; 1731.71; 1521.32; 1530.04; 1622.02; 1552.66; 1889.28; 1978.07; 1894.61; 1762.27
4438.0; 1774.09; 1998.24; 1822.47; 1755.35; 1533.98; 1521.95; 1641.36; 1562.63; 1915.26; 2011.87; 1925.71; 1781.2
4659.0; 1785.66; 2023.28; 1840.41; 1776.52; 1546.25; 1531.48; 1659.22; 1572.67; 1940.52; 2046.07; 1955.48; 1800.0
4891.0; 1799.9; 2046.4; 1855.69; 1794.13; 1558.29; 1533.0; 1677.66; 1581.52; 1967.12; 2078.45; 1985.04; 1818.14
5135.0; 1812.49; 2066.43; 1871.41; 1814.92; 1569.78; 1536.94; 1692.83; 1588.54; 1992.87; 2110.37; 2015.57; 1837.19
5391.0; 1826.03; 2087.67; 1886.63; 1832.89; 1580.37; 1541.6; 1707.64; 1596.5; 2017.21; 2141.17; 2044.6; 1856.31
5660.0; 1836.51; 2103.01; 1900.82; 1850.17; 1589.06; 1551.36; 1720.34; 1604.11; 2039.58; 2172.33; 2069.69; 1874.37
5942.0; 1848.02; 2119.8; 1913.95; 1865.1; 1597.86; 1559.83; 1733.81; 1611.46; 2061.65; 2198.23; 2094.09; 1890.17
6239.0; 1862.15; 2133.05; 1928.26; 1881.98; 1606.67; 1564.47; 1746.84; 1618.55; 2085.76; 2219.78; 2118.1; 1905.69
6550.0; 1869.9; 2145.48; 1940.83; 1896.4; 1614.47; 1576.96; 1757.71; 1623.97; 2108.05; 2228.32; 2139.99; 1919.88
6877.0; 1882.0; 2155.61; 1952.88; 1913.63; 1623.58; 1582.77; 1767.84; 1628.01; 2130.47; 2230.59; 2161.15; 1934.07
7220.0; 1889.86; 2165.59; 1964.24; 1929.42; 1633.27; 1590.34; 1777.13; 1632.45; 2150.19; 2220.68; 2182.07; 1947.43
7580.0; 1897.62; 2175.67; 1974.07; 1944.92; 1640.34; 1597.43; 1786.43; 1635.88; 2168.06; 2209.97; 2200.87; 1962.09
7959.0; 1906.41; 2183.47; 1983.13; 1960.72; 1647.53; 1601.7; 1795.2; 1641.07; 2188.23; 2208.05; 2219.47; 1977.79
8356.0; 1913.39; 2189.05; 1992.48; 1974.86; 1654.77; 1606.07; 1801.74; 1646.28; 2205.41; 2212.4; 2236.42; 1992.98
8773.0; 1921.63; 2194.47; 2000.08; 1987.26; 1661.15; 1610.17; 1808.18; 1649.35; 2220.93; 2222.66; 2251.92; 2008.55
9211.0; 1928.06; 2198.95; 2008.53; 1998.73; 1667.98; 1613.46; 1815.41; 1653.31; 2237.38; 2228.38; 2268.25; 2025.43
9671.0; 1934.84; 2204.1; 2016.32; 2009.28; 1674.35; 1617.75; 1820.16; 1656.66; 2252.58; 2238.34; 2283.14; 2044.54
10154.0; 1940.86; 2208.34; 2024.4; 2020.06; 1680.29; 1621.55; 1824.95; 1659.96; 2268.36; 2244.02; 2296.77; 2061.05
10661.0; 1944.35; 2210.16; 2031.3; 2030.64; 1687.1; 1625.44; 1828.75; 1662.86; 2282.64; 2251.37; 2308.88; 2072.57
11194.0; 1949.44; 2213.05; 2037.81; 2040.17; 1691.37; 1627.64; 1832.03; 1665.13; 2297.93; 2257.55; 2320.72; 2080.92
11753.0; 1951.87; 2213.89; 2044.35; 2048.74; 1694.87; 1630.22; 1834.37; 1667.5; 2312.87; 2263.13; 2331.18; 2095.21
12340.0; 1955.78; 2216.6; 2050.02; 2056.23; 1699.71; 1631.62; 1837.16; 1669.02; 2325.29; 2268.87; 2339.66; 2102.69
12956.0; 1956.47; 2217.2; 2055.98; 2063.96; 1703.09; 1633.44; 1838.42; 1669.98; 2337.84; 2274.04; 2348.24; 2107.52
13603.0; 1957.9; 2218.26; 2060.37; 2070.22; 1705.62; 1633.31; 1838.69; 1672.81; 2348.57; 2277.25; 2354.41; 2111.23
14283.0; 1961.6; 2216.42; 2066.03; 2077.72; 1707.29; 1634.25; 1841.27; 1674.19; 2358.09; 2280.47; 2360.42; 2118.79
14997.0; 1962.95; 2216.83; 2069.14; 2084.07; 1710.68; 1636.23; 1841.99; 1675.16; 2367.2; 2283.82; 2365.9; 2118.55
15746.0; 1963.34; 2219.28; 2073.58; 2090.5; 1712.78; 1635.59; 1842.75; 1676.79; 2375.64; 2284.92; 2371.38; 2122.87
16533.0; 1963.75; 2219.28; 2077.41; 2097.5; 1714.63; 1638.19; 1841.85; 1677.69; 2384.26; 2286.99; 2375.86; 2130.56
17359.0; 1965.05; 2222.14; 2081.0; 2103.94; 1715.74; 1638.36; 1843.2; 1678.74; 2389.81; 2289.02; 2380.25; 2134.87
18226.0; 1967.04; 2222.91; 2084.24; 2110.09; 1717.84; 1638.44; 1842.63; 1678.31; 2395.18; 2288.34; 2383.71; 2141.16
19137.0; 1968.62; 2224.39; 2087.58; 2115.67; 1718.35; 1638.91; 1842.44; 1678.0; 2399.49; 2287.92; 2387.41; 2143.22
20093.0; 1969.88; 2224.02; 2090.75; 2121.47; 1719.77; 1638.72; 1844.09; 1678.24; 2404.0; 2288.15; 2390.27; 2146.12
21097.0; 1969.68; 2226.27; 2093.99; 2125.96; 1720.56; 1639.29; 1843.76; 1677.91; 2407.52; 2286.14; 2391.32; 2151.26
22151.0; 1968.48; 2229.86; 2097.04; 2130.31; 1721.12; 1640.24; 1842.91; 1677.61; 2410.7; 2285.56; 2392.55; 2152.03
23258.0; 1969.46; 2230.96; 2099.86; 2134.33; 1722.65; 1640.93; 1843.16; 1677.04; 2412.95; 2285.21; 2393.89; 2154.58
24420.0; 1970.99; 2232.78; 2103.59; 2138.14; 1724.23; 1639.84; 1843.44; 1676.72; 2417.05; 2284.61; 2395.62; 2157.47
25641.0; 1972.36; 2235.7; 2106.24; 2141.67; 1726.84; 1640.65; 1843.53; 1676.45; 2418.83; 2285.4; 2395.47; 2157.79
26923.0; 1972.58; 2238.07; 2108.37; 2145.28; 1726.2; 1639.68; 1842.83; 1676.8; 2419.43; 2285.13; 2395.48; 2155.13
28269.0; 1971.96; 2244.62; 2110.91; 2149.19; 1727.62; 1641.17; 1842.53; 1677.66; 2422.14; 2285.24; 2396.54; 2153.16
29682.0; 1972.26; 2246.4; 2113.78; 2152.9; 1728.72; 1642.79; 1842.82; 1677.93; 2422.17; 2284.78; 2396.14; 2153.0
31166.0; 1973.17; 2249.85; 2115.71; 2156.59; 1729.12; 1643.23; 1843.2; 1677.74; 2422.21; 2283.64; 2395.75; 2150.37
32724.0; 1969.85; 2254.96; 2117.39; 2159.66; 1728.39; 1641.07; 1844.08; 1678.72; 2423.87; 2284.19; 2396.0; 2152.12
34360.0; 1968.7; 2258.27; 2119.06; 2161.47; 1730.22; 1641.98; 1842.71; 1679.68; 2424.99; 2284.1; 2396.75; 2154.25
36077.0; 1968.9; 2262.92; 2120.63; 2163.19; 1730.83; 1642.14; 1843.1; 1679.15; 2425.03; 2283.44; 2396.8; 2153.96
37880.0; 1966.69; 2268.31; 2122.7; 2165.28; 1730.47; 1641.61; 1843.8; 1678.56; 2426.54; 2284.59; 2397.36; 2156.0
39773.0; 1964.47; 2273.66; 2123.29; 2166.48; 1731.24; 1641.35; 1843.22; 1677.53; 2426.81; 2284.97; 2397.95; 2152.91
41761.0; 1962.7; 2278.11; 2125.2; 2167.37; 1731.34; 1643.29; 1843.76; 1677.31; 2427.36; 2285.93; 2398.43; 2156.7
43849.0; 1963.19; 2283.31; 2126.95; 2168.96; 1731.14; 1640.85; 1843.85; 1677.89; 2427.62; 2284.79; 2398.99; 2159.42
46041.0; 1964.26; 2289.04; 2128.6; 2169.71; 1732.6; 1641.37; 1843.6; 1677.3; 2427.85; 2284.66; 2398.99; 2161.28
48343.0; 1962.86; 2292.22; 2130.33; 2169.68; 1733.85; 1642.79; 1844.19; 1676.21; 2428.96; 2285.64; 2398.68; 2160.41
50760.0; 1962.16; 2296.45; 2130.73; 2170.09; 1734.73; 1641.55; 1845.15; 1676.47; 2428.27; 2288.21; 2398.41; 2157.8
53297.0; 1961.48; 2299.33; 2131.46; 2169.92; 1735.32; 1642.36; 1845.39; 1677.47; 2428.45; 2289.54; 2397.36; 2157.0
55961.0; 1961.41; 2302.37; 2131.88; 2169.92; 1735.17; 1641.94; 1843.09; 1677.0; 2428.53; 2290.62; 2397.37; 2150.51
58759.0; 1960.96; 2303.75; 2131.83; 2169.82; 1734.66; 1642.54; 1843.73; 1677.23; 2426.95; 2292.83; 2396.94; 2151.1
