p = 8; sample_size = 100
true distinct count; compressed bytes hll6 bzip2; compressed bytes hll6 lzma; compressed bytes hll6 deflate; compressed bytes hll6 zstd; compressed bytes hll8 bzip2; compressed bytes hll8 lzma; compressed bytes hll8 deflate; compressed bytes hll8 zstd; compressed bytes ull bzip2; compressed bytes ull lzma; compressed bytes ull deflate; compressed bytes ull zstd
64780.0; 212.43; 207.59; 184.67; 184.29; 153.7; 181.5; 134.73; 123.66; 207.25; 230.47; 170.58; 173.79
68019.0; 212.66; 207.23; 184.37; 184.24; 154.19; 180.99; 134.61; 123.92; 207.01; 230.76; 170.68; 173.93
71419.0; 212.71; 207.41; 184.1; 184.04; 154.4; 180.8; 134.41; 124.28; 206.84; 230.92; 170.68; 173.87
74989.0; 212.01; 207.23; 184.12; 183.92; 154.81; 180.53; 134.55; 124.23; 207.15; 230.8; 170.72; 174.0
78738.0; 212.47; 207.25; 183.98; 183.92; 154.28; 180.99; 134.87; 124.28; 207.09; 231.03; 170.84; 174.26
82674.0; 212.12; 207.12; 184.06; 183.47; 154.36; 180.75; 134.83; 124.68; 207.33; 230.96; 170.94; 174.27
86807.0; 212.35; 206.96; 184.02; 183.57; 154.24; 180.92; 134.9; 124.67; 207.29; 230.94; 170.95; 174.32
91147.0; 212.25; 207.05; 183.93; 183.5; 153.89; 180.51; 134.92; 124.6; 206.75; 230.61; 170.78; 174.16
95704.0; 211.9; 206.95; 183.68; 183.46; 154.19; 179.65; 134.66; 124.66; 206.85; 230.75; 170.84; 173.79
100489.0; 211.32; 206.61; 183.61; 183.49; 154.28; 179.1; 134.63; 124.54; 207.33; 230.68; 170.73; 174.15
105513.0; 211.2; 206.46; 183.27; 183.27; 154.11; 179.11; 134.8; 124.42; 207.76; 230.45; 170.47; 173.76
110788.0; 211.29; 206.49; 183.51; 183.48; 154.24; 178.78; 134.71; 124.18; 207.16; 230.09; 170.64; 173.76
116327.0; 211.25; 206.47; 183.73; 183.66; 154.47; 179.17; 134.77; 124.22; 208.31; 229.85; 170.76; 174.04
122143.0; 210.85; 206.41; 183.74; 183.44; 154.51; 179.02; 134.79; 124.07; 207.41; 229.52; 171.05; 173.81
128250.0; 210.91; 206.6; 183.54; 183.37; 154.11; 179.28; 134.93; 124.13; 207.74; 229.26; 170.82; 173.91
134662.0; 210.6; 206.62; 183.43; 183.56; 154.32; 178.8; 134.73; 124.39; 208.41; 228.85; 170.89; 173.86
141395.0; 210.12; 206.7; 183.36; 183.56; 154.27; 179.35; 134.81; 124.62; 207.79; 228.65; 170.89; 174.18
148464.0; 210.25; 206.53; 183.6; 183.76; 154.71; 179.33; 134.99; 124.95; 207.86; 228.46; 170.69; 174.45
155887.0; 209.97; 206.69; 183.57; 183.79; 154.57; 179.21; 134.85; 125.02; 207.85; 228.41; 170.69; 174.35
163681.0; 209.78; 206.75; 183.93; 183.79; 154.67; 178.93; 134.86; 124.98; 207.08; 227.44; 170.58; 174.04
171865.0; 209.2; 206.94; 183.61; 183.96; 154.24; 178.79; 134.71; 125.03; 207.26; 226.27; 170.31; 173.7
180458.0; 209.5; 206.81; 183.87; 184.1; 154.08; 179.04; 134.6; 124.8; 207.55; 225.83; 170.53; 174.09
189480.0; 209.46; 206.93; 184.22; 184.39; 154.66; 179.2; 134.92; 124.64; 207.92; 225.46; 170.6; 174.31
198953.0; 209.5; 207.11; 184.08; 184.46; 154.42; 179.27; 134.79; 124.75; 207.83; 224.7; 170.58; 174.54
208900.0; 209.68; 207.02; 183.92; 184.49; 154.33; 179.45; 134.56; 124.58; 207.9; 224.18; 170.46; 174.25
219345.0; 209.5; 207.12; 183.81; 184.64; 154.46; 179.2; 134.59; 124.64; 207.72; 223.44; 170.56; 174.23
230312.0; 209.43; 207.05; 184.05; 184.68; 154.52; 179.88; 134.5; 124.61; 207.69; 222.55; 170.47; 174.05
241827.0; 209.54; 207.34; 184.04; 184.97; 154.84; 179.49; 134.63; 124.63; 207.8; 222.13; 170.39; 174.23
253918.0; 209.89; 207.61; 184.33; 185.08; 154.09; 179.74; 134.63; 124.5; 207.38; 221.59; 170.44; 174.26
266613.0; 209.83; 207.76; 184.75; 185.7; 154.12; 179.99; 134.91; 124.84; 208.09; 220.72; 170.46; 174.42
279943.0; 209.62; 207.7; 184.67; 185.81; 154.11; 180.14; 134.75; 125.21; 208.09; 219.6; 170.25; 174.23
293940.0; 210.41; 207.68; 184.61; 186.22; 153.83; 180.19; 134.61; 125.24; 208.77; 218.91; 170.24; 174.11
308637.0; 211.05; 207.9; 184.6; 186.45; 154.42; 180.25; 134.74; 125.22; 208.12; 218.07; 170.56; 174.01
324068.0; 211.08; 207.88; 184.96; 186.53; 153.94; 180.68; 134.32; 125.1; 208.38; 217.28; 170.5; 173.99
340271.0; 211.92; 207.93; 185.1; 186.79; 154.05; 180.19; 134.53; 125.1; 208.39; 216.41; 170.43; 174.17
357284.0; 212.17; 207.99; 184.93; 186.88; 153.95; 180.05; 134.37; 125.11; 208.14; 215.74; 170.07; 174.17
375148.0; 212.79; 208.27; 185.26; 187.01; 153.8; 180.06; 134.55; 124.64; 208.45; 215.43; 170.04; 174.05
393905.0; 213.06; 208.32; 184.98; 187.08; 153.61; 180.38; 134.36; 124.82; 207.76; 214.06; 169.96; 173.77
413600.0; 213.19; 208.29; 185.25; 187.24; 153.69; 180.34; 134.4; 124.65; 208.2; 213.23; 169.81; 173.83
434279.0; 213.69; 208.79; 185.06; 187.44; 153.73; 180.17; 134.47; 124.66; 208.19; 212.3; 169.9; 173.63
455992.0; 214.26; 208.88; 185.45; 187.61; 153.87; 180.44; 134.71; 124.54; 208.06; 212.01; 170.22; 173.78
478791.0; 214.25; 208.84; 185.58; 187.63; 154.09; 180.58; 134.89; 124.69; 208.32; 211.57; 170.06; 173.67
502730.0; 213.74; 208.9; 186.0; 187.68; 154.03; 180.85; 134.59; 124.83; 207.89; 210.79; 170.02; 173.45
527866.0; 214.49; 208.82; 185.93; 187.69; 153.8; 180.81; 134.58; 124.85; 207.89; 210.18; 169.86; 173.51
554259.0; 214.94; 208.71; 185.76; 187.88; 153.82; 181.29; 134.78; 125.09; 207.23; 209.99; 169.72; 173.35
581971.0; 214.45; 208.78; 185.59; 187.77; 153.49; 181.34; 134.53; 124.99; 207.21; 209.54; 169.71; 173.46
611069.0; 214.67; 208.79; 185.28; 187.65; 153.64; 181.16; 134.71; 125.19; 207.11; 208.9; 169.68; 173.7
641622.0; 214.96; 208.84; 185.63; 187.76; 153.81; 181.43; 134.56; 125.46; 206.99; 208.81; 169.69; 173.57
673703.0; 214.89; 208.62; 185.9; 187.85; 154.07; 181.58; 134.37; 125.54; 207.1; 208.71; 169.8; 173.97
707388.0; 215.39; 208.86; 185.77; 187.93; 153.84; 182.02; 134.46; 125.02; 206.91; 208.45; 169.61; 173.7
742757.0; 215.25; 208.84; 185.49; 187.91; 153.94; 181.93; 134.34; 125.04; 207.08; 208.29; 169.64; 173.81
779894.0; 215.68; 208.69; 185.63; 187.86; 153.77; 181.99; 134.26; 125.05; 207.04; 208.38; 169.42; 173.97
818888.0; 215.73; 209.07; 185.6; 187.76; 153.89; 181.73; 134.15; 125.48; 206.74; 208.15; 169.45; 173.54
859832.0; 215.34; 208.9; 185.58; 187.53; 153.81; 181.41; 134.18; 125.19; 207.43; 208.46; 169.33; 173.86
902823.0; 215.36; 208.67; 185.54; 187.63; 153.89; 181.85; 134.13; 124.93; 206.59; 208.51; 169.56; 174.14
947964.0; 215.58; 208.89; 185.34; 187.44; 153.99; 181.72; 134.07; 124.88; 207.1; 209.25; 169.55; 174.11
995362.0; 215.26; 208.6; 184.85; 187.34; 153.59; 181.58; 134.21; 125.01; 206.64; 208.57; 169.66; 174.14
1045130.0; 215.27; 208.58; 184.6; 187.39; 153.92; 181.7; 134.12; 125.07; 206.8; 209.09; 169.75; 174.06
1097386.0; 214.97; 208.23; 184.35; 187.3; 154.05; 181.88; 134.12; 125.15; 207.01; 209.95; 169.81; 174.05
1152255.0; 214.09; 208.31; 184.27; 187.16; 153.8; 182.03; 134.17; 125.35; 206.67; 210.02; 169.68; 174.16
1209867.0; 214.6; 208.17; 183.86; 187.02; 153.84; 182.1; 134.06; 125.46; 207.4; 210.07; 169.84; 174.22
1270360.0; 213.9; 208.18; 183.73; 187.01; 153.72; 182.1; 134.12; 125.52; 207.03; 210.48; 169.73; 174.17
1333878.0; 213.83; 208.17; 183.61; 186.75; 153.84; 182.39; 134.23; 125.24; 207.32; 210.39; 169.57; 174.58
1400571.0; 213.89; 208.03; 183.0; 186.66; 153.57; 182.07; 134.13; 125.2; 207.46; 210.21; 169.5; 174.51
1470599.0; 213.64; 208.01; 182.95; 186.7; 153.59; 181.86; 134.1; 125.11; 207.99; 211.19; 169.59; 174.86
1544128.0; 213.61; 208.34; 183.22; 186.57; 153.76; 182.21; 134.27; 125.24; 206.9; 211.3; 169.61; 174.78
1621334.0; 213.96; 208.32; 183.08; 186.72; 154.1; 182.33; 134.42; 125.0; 207.02; 211.65; 169.66; 174.85
1702400.0; 213.86; 208.39; 182.95; 186.55; 153.87; 182.45; 134.45; 124.86; 207.41; 211.67; 169.32; 174.24
1787519.0; 214.31; 208.51; 183.0; 186.87; 153.89; 182.04; 134.2; 124.8; 206.89; 212.13; 169.46; 174.32
1876894.0; 213.6; 208.7; 183.11; 186.95; 153.67; 182.43; 134.16; 124.8; 207.12; 212.35; 169.59; 174.22
1970738.0; 213.91; 208.94; 183.4; 187.14; 153.88; 182.01; 134.47; 124.88; 207.41; 212.33; 169.61; 174.46
2069274.0; 213.89; 209.13; 183.15; 187.21; 153.82; 182.17; 134.66; 124.79; 206.77; 212.92; 169.54; 174.23
2172737.0; 213.23; 209.28; 182.77; 187.15; 153.74; 182.22; 134.69; 124.86; 207.17; 213.04; 169.6; 174.42
2281373.0; 213.59; 209.22; 182.68; 187.15; 153.73; 182.17; 134.46; 125.08; 207.1; 213.72; 169.68; 174.41
2395441.0; 213.04; 209.36; 182.6; 187.37; 153.51; 181.99; 134.39; 125.47; 206.71; 214.25; 169.48; 174.44
2515213.0; 212.75; 209.7; 182.77; 187.41; 153.8; 181.83; 134.52; 125.32; 206.51; 214.53; 169.45; 174.54
2640973.0; 212.46; 210.0; 182.62; 187.71; 153.59; 181.55; 134.27; 125.33; 207.18; 214.53; 169.23; 174.39
2773021.0; 212.9; 209.83; 182.79; 187.65; 153.54; 182.09; 134.25; 125.56; 207.31; 214.64; 169.18; 174.4
2911672.0; 212.63; 210.08; 182.63; 187.7; 153.21; 182.22; 134.26; 125.19; 207.07; 215.04; 169.09; 174.69
3057255.0; 212.53; 210.41; 182.56; 187.93; 153.48; 182.16; 134.3; 125.21; 207.21; 215.33; 168.93; 174.39
3210117.0; 213.2; 210.71; 183.02; 188.22; 153.55; 182.28; 134.49; 125.09; 206.9; 215.65; 168.88; 174.17
3370622.0; 213.35; 211.0; 183.1; 188.17; 153.77; 182.49; 134.43; 125.22; 207.05; 215.95; 168.89; 173.89
3539153.0; 213.73; 211.19; 183.02; 188.27; 153.62; 182.07; 134.31; 124.98; 207.02; 216.12; 169.11; 173.84
3716110.0; 213.06; 211.25; 182.82; 188.21; 153.9; 182.28; 134.3; 125.06; 206.78; 216.33; 168.91; 174.06
3901915.0; 213.54; 211.5; 183.31; 188.45; 153.64; 182.32; 134.35; 125.05; 207.07; 216.85; 168.99; 174.1
4097010.0; 213.61; 211.75; 183.18; 188.5; 153.17; 182.39; 134.2; 125.07; 206.84; 217.01; 169.18; 173.94
4301860.0; 213.77; 211.64; 183.02; 188.78; 153.66; 182.53; 134.2; 125.4; 206.87; 217.55; 169.29; 174.48
4516952.0; 213.69; 211.86; 182.94; 188.82; 153.74; 182.62; 134.45; 125.3; 207.38; 217.38; 169.23; 174.39
4742799.0; 213.77; 211.88; 182.72; 188.83; 153.63; 182.89; 134.31; 125.4; 207.27; 217.69; 169.33; 174.07
4979938.0; 214.17; 211.99; 182.75; 189.07; 153.44; 183.06; 134.36; 125.43; 207.82; 218.12; 169.32; 174.4
5228934.0; 214.69; 211.97; 183.09; 189.33; 153.59; 182.94; 134.48; 125.61; 207.89; 218.74; 169.27; 174.63
5490380.0; 214.45; 212.04; 182.96; 189.46; 153.92; 183.16; 134.45; 125.17; 208.3; 218.77; 169.33; 174.66
5764899.0; 214.96; 212.33; 183.32; 189.65; 154.1; 182.72; 134.59; 125.56; 208.09; 219.09; 169.28; 174.64
6053143.0; 215.26; 212.54; 183.4; 189.71; 154.21; 183.01; 134.67; 125.45; 208.8; 219.67; 169.39; 174.86
6355800.0; 215.37; 212.47; 183.6; 189.71; 154.12; 182.96; 134.7; 125.53; 208.67; 219.85; 169.31; 174.89
6673590.0; 215.45; 212.4; 183.42; 189.74; 153.69; 183.0; 134.84; 125.49; 208.63; 220.54; 169.09; 174.61
7007269.0; 215.2; 212.32; 183.44; 189.63; 153.76; 183.23; 134.66; 125.31; 208.21; 220.96; 169.22; 174.41
7357632.0; 215.54; 212.26; 183.26; 189.43; 153.85; 183.22; 134.56; 125.1; 208.25; 221.25; 169.1; 174.57
7725513.0; 215.13; 212.47; 183.31; 189.31; 154.29; 183.51; 134.79; 124.89; 208.42; 221.28; 169.26; 175.29
8111788.0; 214.67; 212.08; 182.86; 189.2; 154.65; 183.31; 134.99; 125.14; 208.67; 221.77; 169.27; 175.43
8517377.0; 214.57; 211.84; 182.69; 189.01; 154.18; 183.38; 134.87; 125.19; 208.61; 222.07; 169.46; 175.22
8943245.0; 214.52; 211.67; 182.9; 188.95; 154.44; 182.86; 134.93; 125.41; 208.43; 222.35; 169.44; 175.23
9390407.0; 214.07; 211.42; 182.72; 188.64; 154.29; 183.2; 134.96; 125.54; 207.93; 222.87; 169.23; 175.42
9859927.0; 214.35; 211.21; 182.51; 188.3; 154.23; 183.05; 134.84; 125.49; 208.15; 222.82; 169.27; 175.73
1.0352923E7; 213.54; 210.74; 182.38; 187.96; 154.25; 182.67; 134.72; 125.72; 207.77; 223.17; 169.02; 175.53
1.0870569E7; 213.45; 210.73; 181.97; 187.64; 154.29; 183.17; 134.54; 125.66; 207.76; 223.74; 168.87; 175.5
1.1414097E7; 214.15; 210.46; 181.96; 187.59; 153.83; 182.91; 134.69; 125.49; 207.65; 224.24; 168.83; 175.66
1.1984801E7; 213.96; 210.33; 181.57; 186.9; 154.14; 183.25; 134.71; 125.55; 208.04; 224.86; 168.9; 175.66
1.2584041E7; 214.62; 210.2; 181.21; 186.52; 153.95; 182.96; 134.53; 125.19; 208.16; 225.27; 169.04; 175.91
1.3213243E7; 214.55; 210.01; 180.97; 186.3; 154.1; 183.2; 134.49; 125.28; 207.78; 225.6; 169.2; 176.0
1.3873905E7; 214.19; 209.4; 180.67; 185.93; 153.74; 183.23; 134.64; 125.41; 208.56; 225.64; 169.42; 176.1
1.45676E7; 213.35; 208.83; 179.61; 184.99; 153.99; 183.01; 134.57; 125.22; 207.61; 226.13; 169.29; 175.85
1.529598E7; 213.75; 208.65; 179.14; 184.6; 154.12; 182.83; 134.94; 125.25; 207.61; 226.37; 169.27; 176.1
1.6060778E7; 212.95; 208.37; 178.77; 183.98; 154.48; 182.55; 135.01; 125.55; 207.17; 226.63; 169.34; 176.03
1.6863816E7; 212.72; 208.17; 178.5; 183.48; 154.02; 182.51; 134.96; 125.77; 206.8; 226.83; 169.35; 175.85
1.7707006E7; 212.25; 207.88; 177.86; 182.64; 153.94; 182.0; 135.04; 125.96; 207.06; 227.37; 169.3; 176.21
1.8592356E7; 211.49; 207.45; 177.16; 181.97; 154.11; 182.43; 134.92; 125.87; 207.31; 227.41; 169.43; 176.27
1.9521973E7; 210.41; 207.18; 176.59; 181.22; 153.69; 182.09; 135.03; 126.01; 207.19; 227.57; 169.38; 176.27
2.0498071E7; 209.44; 207.01; 176.05; 180.36; 154.07; 181.75; 134.86; 126.23; 207.83; 227.73; 169.38; 176.31
2.1522974E7; 208.46; 206.5; 175.29; 179.71; 153.47; 181.57; 134.74; 125.65; 207.36; 227.86; 169.13; 176.39
2.2599122E7; 208.16; 206.39; 174.91; 179.36; 153.71; 181.38; 134.79; 125.58; 207.6; 227.82; 169.01; 176.02
2.3729078E7; 207.66; 206.35; 174.58; 178.85; 153.83; 181.28; 134.63; 125.4; 207.8; 227.63; 169.12; 175.88
2.4915531E7; 207.16; 205.9; 174.15; 178.34; 153.92; 180.64; 134.42; 125.35; 208.04; 227.52; 168.9; 175.94
2.6161307E7; 206.55; 205.64; 173.95; 177.87; 154.06; 181.21; 134.65; 125.26; 208.15; 227.27; 169.19; 175.93
2.7469372E7; 205.56; 205.57; 173.62; 177.25; 153.9; 180.52; 134.48; 125.13; 208.14; 227.29; 169.32; 176.11
2.884284E7; 204.99; 205.43; 173.17; 176.59; 153.54; 180.18; 134.61; 125.09; 207.83; 227.34; 169.25; 176.24
3.0284982E7; 204.59; 205.05; 172.6; 175.95; 153.49; 180.22; 134.56; 125.12; 207.92; 226.9; 169.26; 176.42
3.1799231E7; 203.76; 205.09; 172.26; 175.38; 153.62; 179.61; 134.99; 125.33; 207.61; 227.04; 169.18; 176.55
3.3389192E7; 203.99; 205.32; 172.31; 175.29; 153.88; 179.05; 135.1; 125.4; 207.78; 226.7; 169.37; 176.63
3.5058651E7; 203.1; 204.81; 171.96; 174.52; 154.02; 179.19; 134.94; 125.3; 207.45; 226.22; 169.21; 176.41
3.6811583E7; 203.17; 205.0; 172.09; 174.57; 154.0; 178.55; 135.17; 125.6; 208.05; 226.22; 169.55; 176.14
3.8652162E7; 202.58; 204.98; 171.73; 174.44; 153.7; 178.21; 134.84; 125.67; 207.83; 225.66; 169.26; 176.19
4.058477E7; 202.67; 204.97; 171.58; 174.21; 154.23; 178.55; 134.98; 125.52; 207.78; 225.46; 169.38; 176.27
4.2614008E7; 202.07; 204.98; 171.54; 173.83; 154.03; 178.42; 135.16; 125.54; 207.64; 224.88; 169.14; 176.63
4.4744708E7; 202.25; 205.02; 171.64; 173.82; 154.0; 179.03; 135.06; 125.61; 207.95; 224.23; 169.08; 176.53
4.6981943E7; 201.83; 205.09; 171.61; 173.59; 153.97; 178.99; 134.76; 125.58; 207.86; 224.14; 168.92; 176.14
4.933104E7; 202.5; 205.05; 171.53; 173.56; 153.87; 178.65; 134.86; 125.44; 207.08; 224.01; 169.06; 176.22
5.1797592E7; 201.91; 205.39; 171.3; 173.36; 153.67; 178.57; 134.93; 125.4; 207.3; 223.04; 169.15; 176.25
5.4387471E7; 202.2; 205.13; 171.54; 173.33; 153.77; 178.14; 134.6; 125.5; 208.06; 222.28; 169.3; 176.17
5.7106844E7; 201.97; 205.41; 171.76; 173.23; 153.54; 178.89; 134.88; 125.53; 208.0; 222.2; 169.27; 176.4
5.9962186E7; 202.05; 205.68; 171.69; 173.45; 153.45; 179.09; 135.0; 125.42; 207.39; 221.49; 169.35; 176.25
6.2960295E7; 202.1; 205.53; 171.78; 173.24; 153.63; 178.74; 134.77; 125.57; 207.37; 220.86; 169.2; 176.08
6.6108309E7; 201.99; 205.6; 171.85; 173.31; 153.42; 178.75; 134.93; 125.57; 207.66; 219.82; 169.16; 176.11
6.9413724E7; 201.86; 205.77; 171.46; 173.28; 153.64; 178.67; 134.88; 125.59; 207.57; 218.99; 169.08; 176.31
7.288441E7; 202.09; 205.85; 171.51; 173.31; 153.76; 178.91; 134.95; 125.61; 207.76; 218.36; 169.09; 176.09
7.652863E7; 202.05; 205.92; 171.34; 173.35; 153.44; 179.14; 134.78; 125.52; 207.38; 217.3; 169.03; 175.89
8.0355061E7; 202.72; 206.0; 171.58; 173.43; 153.33; 179.33; 134.79; 125.99; 207.27; 216.69; 169.13; 176.4
8.4372814E7; 202.44; 206.32; 171.86; 173.76; 153.48; 178.76; 134.66; 125.76; 207.97; 216.36; 169.02; 176.37
8.8591454E7; 202.76; 206.12; 171.83; 173.64; 152.8; 179.24; 134.64; 125.43; 207.48; 216.06; 169.09; 176.31
9.3021026E7; 202.59; 206.31; 171.92; 173.76; 152.71; 179.03; 134.69; 125.35; 207.7; 215.2; 168.86; 176.45
9.7672077E7; 202.6; 206.18; 172.28; 173.99; 153.21; 178.93; 134.58; 124.96; 207.88; 214.36; 169.0; 176.42
1.0255568E8; 203.49; 205.95; 172.32; 174.01; 153.19; 179.19; 134.32; 124.94; 207.95; 213.27; 168.98; 175.97
1.07683463E8; 203.36; 205.8; 172.21; 174.11; 153.13; 179.12; 134.4; 124.79; 207.56; 212.77; 168.78; 175.67
1.13067636E8; 203.91; 205.97; 172.44; 174.36; 153.02; 179.09; 134.29; 124.76; 207.86; 212.67; 168.44; 175.4
1.18721017E8; 203.94; 206.08; 172.44; 174.42; 152.92; 179.22; 134.23; 124.8; 207.43; 211.77; 168.73; 175.41
1.24657067E8; 204.08; 206.06; 172.83; 174.42; 153.15; 179.46; 134.38; 124.99; 207.81; 211.15; 168.81; 175.78
1.3088992E8; 204.64; 206.41; 173.05; 174.53; 153.29; 179.62; 134.4; 125.03; 207.88; 210.85; 168.9; 175.81
1.37434416E8; 204.52; 205.97; 173.13; 174.53; 153.14; 179.75; 134.46; 125.17; 207.96; 210.87; 169.05; 176.12
1.44306136E8; 204.8; 206.16; 173.12; 174.59; 153.13; 179.85; 134.49; 125.39; 207.65; 210.38; 169.18; 176.14
1.51521442E8; 205.34; 206.24; 172.98; 174.66; 153.26; 179.79; 134.47; 125.52; 207.69; 209.95; 168.95; 175.85
1.59097514E8; 205.77; 205.91; 173.18; 174.6; 153.37; 180.28; 134.63; 125.35; 207.57; 209.53; 168.83; 175.66
1.67052389E8; 205.17; 205.9; 172.92; 174.49; 153.63; 179.55; 134.5; 125.23; 207.54; 209.33; 168.69; 175.73
1.75405008E8; 205.86; 205.95; 172.91; 174.33; 153.52; 179.94; 134.41; 125.47; 207.54; 209.46; 168.75; 176.05
1.84175258E8; 206.15; 205.87; 172.66; 174.06; 153.58; 179.7; 134.52; 125.25; 206.75; 209.45; 168.52; 175.97
1.9338402E8; 206.0; 205.8; 172.25; 173.98; 153.29; 179.61; 134.55; 125.19; 207.33; 209.58; 168.7; 176.14
2.0305322E8; 205.53; 205.39; 171.93; 173.55; 153.04; 179.7; 134.34; 125.01; 207.13; 209.85; 168.71; 175.95
2.1320588E8; 205.57; 205.31; 171.47; 173.06; 152.67; 179.86; 134.41; 124.89; 206.91; 209.53; 168.65; 175.47
2.23866173E8; 205.3; 205.59; 171.07; 172.79; 153.03; 180.18; 134.38; 124.77; 206.45; 209.96; 168.67; 175.57
2.35059481E8; 205.2; 205.62; 170.76; 172.5; 152.75; 180.41; 134.46; 124.9; 206.5; 209.89; 168.97; 175.92
2.46812455E8; 205.22; 205.46; 170.91; 172.2; 152.94; 180.3; 134.43; 124.93; 206.98; 209.84; 168.83; 175.85
2.59153077E8; 205.28; 205.15; 170.34; 171.67; 152.94; 180.25; 134.5; 125.05; 206.75; 210.58; 168.98; 176.07
2.7211073E8; 204.99; 205.29; 170.14; 171.42; 153.15; 180.27; 134.72; 125.28; 207.53; 210.56; 168.88; 176.31
2.85716266E8; 204.44; 204.9; 169.8; 171.04; 153.41; 180.33; 134.72; 125.53; 206.91; 211.15; 168.89; 176.33
3.00002079E8; 204.83; 204.73; 169.42; 170.77; 153.42; 180.72; 134.83; 125.81; 207.61; 211.35; 169.04; 176.43
3.15002182E8; 204.59; 204.45; 169.31; 170.56; 153.61; 180.28; 134.58; 125.77; 207.3; 212.08; 168.97; 176.46
3.30752291E8; 204.66; 204.32; 168.98; 170.33; 153.81; 180.38; 134.71; 125.63; 206.66; 212.33; 168.99; 176.55
3.47289905E8; 204.62; 204.2; 168.77; 169.88; 153.64; 180.22; 134.62; 125.54; 206.87; 212.95; 169.06; 176.55
3.646544E8; 203.57; 203.79; 168.18; 169.42; 153.57; 180.47; 134.54; 125.63; 207.28; 213.23; 168.86; 176.24
3.82887119E8; 203.73; 203.83; 167.96; 169.25; 153.27; 180.52; 134.59; 125.37; 206.34; 213.45; 168.59; 176.01
4.02031474E8; 203.6; 204.03; 167.69; 168.81; 153.32; 180.26; 134.52; 125.36; 207.06; 213.87; 168.79; 175.81
4.22133047E8; 203.23; 204.02; 167.48; 168.55; 153.12; 180.75; 134.64; 125.33; 207.14; 214.29; 168.75; 175.77
4.43239699E8; 202.69; 204.45; 167.58; 168.65; 153.56; 180.15; 134.69; 125.25; 206.69; 214.83; 168.75; 175.96
4.65401683E8; 202.97; 204.43; 167.43; 168.59; 154.1; 179.77; 134.72; 125.24; 206.72; 215.04; 168.97; 176.09
4.88671767E8; 203.16; 204.53; 167.31; 168.52; 154.06; 179.98; 134.54; 125.3; 206.99; 215.07; 168.89; 176.15
5.13105355E8; 202.68; 204.64; 167.28; 168.52; 153.99; 179.94; 134.56; 125.53; 207.03; 215.38; 168.9; 176.11
5.38760622E8; 202.58; 204.95; 167.21; 168.66; 154.19; 180.08; 134.62; 125.69; 206.79; 215.68; 168.9; 175.67
5.65698653E8; 202.99; 205.15; 167.32; 168.68; 154.2; 180.19; 134.68; 125.8; 207.23; 216.45; 169.0; 175.75
5.93983585E8; 203.3; 205.25; 167.34; 168.77; 154.31; 180.04; 134.62; 125.77; 207.26; 216.97; 168.86; 175.93
6.23682764E8; 203.06; 205.39; 167.48; 168.57; 154.55; 179.77; 134.75; 126.08; 207.82; 217.29; 168.87; 176.37
6.54866902E8; 203.14; 205.84; 167.56; 168.82; 154.47; 180.12; 134.49; 125.85; 207.79; 217.73; 168.92; 176.21
6.87610247E8; 202.78; 206.0; 167.6; 168.75; 154.84; 180.41; 134.59; 125.91; 207.99; 218.17; 168.98; 176.41
7.21990759E8; 202.56; 206.06; 168.06; 168.97; 154.5; 180.7; 134.87; 125.73; 207.78; 218.46; 169.03; 176.85
7.58090296E8; 202.07; 205.88; 168.23; 169.12; 154.35; 180.2; 134.64; 126.01; 207.99; 219.16; 169.04; 176.86
7.9599481E8; 202.07; 206.38; 168.54; 169.76; 154.53; 180.49; 134.86; 125.76; 208.26; 219.18; 169.01; 176.8
8.3579455E8; 202.31; 206.59; 168.89; 170.06; 154.31; 180.31; 134.43; 125.65; 207.64; 219.65; 168.95; 176.33
8.77584277E8; 202.42; 207.19; 169.13; 170.48; 154.39; 180.81; 134.65; 125.69; 207.84; 220.15; 168.92; 176.28
9.2146349E8; 202.23; 207.49; 169.11; 170.89; 154.26; 180.83; 134.57; 125.29; 207.24; 220.7; 168.92; 175.75
9.67536664E8; 201.96; 207.48; 169.77; 171.37; 154.08; 180.64; 134.6; 125.53; 208.2; 221.29; 168.86; 175.81
1.015913497E9; 202.21; 207.83; 170.09; 171.95; 154.44; 181.1; 134.7; 125.61; 207.49; 221.45; 168.8; 175.89
1.066709171E9; 202.41; 207.99; 170.36; 172.3; 154.46; 180.9; 134.67; 125.94; 207.11; 221.82; 168.94; 176.07
1.120044629E9; 201.69; 208.09; 170.48; 172.48; 154.5; 180.52; 134.62; 126.11; 208.11; 222.14; 168.89; 176.27
1.17604686E9; 201.94; 208.15; 170.66; 173.04; 154.88; 180.62; 134.85; 126.09; 207.78; 222.45; 168.96; 176.92
1.234849203E9; 201.9; 208.47; 171.05; 173.39; 154.78; 181.06; 134.63; 125.92; 208.31; 222.83; 168.93; 176.31
1.296591663E9; 201.87; 208.74; 171.54; 174.1; 154.29; 181.21; 134.7; 125.86; 208.23; 223.09; 168.79; 176.48
1.361421246E9; 202.18; 209.2; 172.04; 174.57; 154.99; 181.56; 134.94; 125.97; 207.8; 223.52; 168.77; 176.48
1.429492308E9; 201.61; 209.19; 171.83; 174.8; 155.15; 181.4; 134.86; 126.09; 208.3; 223.83; 168.76; 176.25
1.500966923E9; 201.71; 209.26; 171.89; 175.04; 154.75; 181.38; 134.64; 125.82; 208.19; 224.54; 168.66; 176.25
