p = 8; sample_size = 100
true distinct count; compressed bytes hll6 bzip2; compressed bytes hll6 lzma; compressed bytes hll6 deflate; compressed bytes hll6 zstd; compressed bytes hll8 bzip2; compressed bytes hll8 lzma; compressed bytes hll8 deflate; compressed bytes hll8 zstd; compressed bytes ull bzip2; compressed bytes ull lzma; compressed bytes ull deflate; compressed bytes ull zstd
1.576015269E9; 202.37; 209.2; 172.52; 175.67; 154.68; 181.5; 134.8; 125.65; 209.0; 224.6; 168.75; 176.34
1.654816032E9; 202.2; 208.79; 172.74; 176.06; 154.86; 181.12; 134.69; 125.77; 208.26; 225.19; 168.79; 176.39
1.737556833E9; 202.92; 208.64; 172.88; 176.43; 154.87; 181.11; 134.67; 125.88; 208.29; 225.83; 168.9; 176.56
1.824434674E9; 202.3; 208.84; 173.39; 176.74; 155.1; 181.51; 134.66; 125.77; 208.39; 226.21; 169.0; 176.54
1.915656407E9; 202.28; 209.04; 173.54; 177.11; 155.07; 181.31; 134.57; 125.51; 208.08; 226.46; 169.13; 176.49
2.011439227E9; 202.8; 208.74; 173.84; 177.33; 155.26; 181.3; 134.41; 125.52; 208.43; 227.31; 169.09; 176.57
2.112011188E9; 203.25; 208.91; 174.05; 177.78; 155.05; 181.42; 134.81; 125.91; 208.85; 227.81; 169.23; 177.0
2.217611747E9; 203.39; 208.93; 174.33; 178.09; 154.87; 181.31; 134.83; 125.49; 208.29; 227.87; 169.2; 176.53
2.328492334E9; 202.83; 208.8; 174.56; 178.52; 154.95; 181.22; 134.77; 125.85; 208.23; 228.38; 169.16; 176.62
2.44491695E9; 203.34; 209.03; 174.85; 178.53; 155.24; 181.37; 134.76; 126.01; 208.47; 228.97; 169.02; 176.95
2.567162797E9; 204.07; 208.85; 175.2; 178.9; 155.07; 181.25; 134.68; 126.14; 207.81; 229.89; 169.12; 176.91
2.695520936E9; 204.05; 208.76; 175.56; 178.96; 154.57; 181.34; 134.6; 125.79; 207.94; 230.25; 168.91; 177.0
2.830296982E9; 204.2; 208.5; 175.38; 179.07; 154.65; 181.63; 134.41; 125.66; 208.02; 230.55; 168.68; 176.98
2.971811831E9; 204.42; 208.29; 175.47; 179.46; 154.77; 181.26; 134.38; 125.54; 207.1; 230.82; 168.63; 177.0
3.120402422E9; 204.34; 208.38; 175.83; 179.59; 154.48; 181.29; 134.41; 125.43; 206.87; 231.68; 168.7; 176.99
3.276422543E9; 204.92; 207.95; 176.0; 179.76; 154.72; 181.12; 134.19; 125.3; 206.93; 232.35; 168.5; 176.89
3.44024367E9; 204.17; 207.71; 176.29; 180.3; 155.24; 181.3; 134.47; 125.25; 206.81; 232.35; 168.64; 176.9
3.612255853E9; 204.47; 207.63; 176.41; 180.48; 154.87; 181.46; 134.54; 125.04; 206.41; 232.79; 168.63; 176.94
3.792868645E9; 204.89; 207.73; 176.61; 180.52; 155.26; 181.18; 134.64; 125.39; 206.82; 232.94; 168.88; 176.87
3.982512077E9; 204.34; 207.48; 176.97; 180.64; 155.54; 181.76; 134.8; 125.13; 207.01; 233.29; 168.84; 176.44
4.18163768E9; 204.93; 207.21; 177.1; 180.71; 155.6; 181.55; 134.73; 125.3; 207.08; 233.35; 168.79; 176.54
4.390719564E9; 205.09; 207.2; 177.18; 180.75; 155.33; 181.66; 134.74; 125.47; 207.46; 233.66; 169.18; 176.95
4.610255542E9; 205.31; 206.99; 177.44; 180.97; 155.49; 181.6; 134.53; 125.55; 207.41; 233.72; 169.15; 176.8
4.840768319E9; 205.41; 206.97; 177.71; 181.0; 155.96; 181.7; 134.67; 125.83; 207.15; 233.76; 169.23; 177.12
5.082806734E9; 205.34; 206.35; 177.43; 181.12; 155.87; 181.53; 134.55; 125.99; 207.18; 233.89; 168.94; 176.99
5.33694707E9; 205.86; 206.62; 178.0; 181.19; 156.24; 181.49; 134.65; 125.98; 207.42; 233.75; 168.99; 177.27
5.603794423E9; 205.99; 206.67; 177.99; 181.37; 156.06; 181.79; 134.74; 125.93; 207.26; 233.66; 169.19; 176.98
5.883984144E9; 205.77; 206.6; 177.99; 181.22; 156.11; 181.75; 134.95; 125.73; 207.08; 233.38; 169.04; 176.79
6.178183351E9; 206.01; 206.4; 178.07; 181.45; 155.87; 181.77; 134.81; 125.85; 206.95; 233.62; 169.04; 177.35
6.487092518E9; 206.02; 206.41; 178.31; 181.37; 156.01; 181.35; 134.59; 125.84; 206.81; 233.38; 168.98; 177.17
6.811447143E9; 206.14; 206.4; 178.41; 181.49; 155.71; 181.19; 134.48; 125.83; 206.76; 233.3; 168.87; 177.19
7.1520195E9; 206.04; 206.41; 178.44; 181.47; 155.69; 181.64; 134.53; 125.52; 206.92; 233.2; 168.97; 177.23
7.509620474E9; 206.2; 207.01; 178.86; 181.65; 155.98; 181.6; 134.46; 125.5; 207.06; 232.88; 169.05; 177.4
7.885101497E9; 206.37; 206.77; 178.81; 181.83; 155.71; 181.98; 134.71; 125.88; 207.21; 232.77; 168.87; 177.47
8.279356571E9; 206.11; 206.85; 178.89; 181.83; 155.66; 181.51; 134.94; 125.78; 206.36; 232.29; 168.81; 176.98
8.693324399E9; 206.54; 206.76; 179.04; 182.12; 155.46; 181.46; 134.94; 126.03; 206.46; 231.91; 168.99; 177.49
9.127990618E9; 206.75; 206.96; 179.34; 182.4; 155.2; 182.01; 134.84; 125.79; 206.73; 231.29; 169.11; 177.65
9.584390148E9; 207.03; 206.72; 179.7; 182.52; 155.9; 182.05; 134.73; 125.93; 207.33; 230.53; 168.95; 177.59
1.0063609655E10; 207.38; 206.67; 179.61; 182.84; 156.15; 181.87; 134.65; 125.75; 207.33; 229.82; 169.08; 177.07
1.0566790137E10; 207.89; 206.63; 179.88; 183.04; 155.67; 182.02; 134.54; 125.38; 206.55; 229.45; 168.74; 177.07
1.1095129643E10; 208.27; 206.71; 180.39; 183.34; 155.24; 182.06; 134.6; 125.36; 207.0; 228.74; 168.65; 177.12
1.1649886125E10; 208.53; 206.65; 180.63; 183.74; 155.23; 181.92; 134.45; 125.51; 206.87; 228.11; 168.38; 176.99
1.2232380431E10; 208.18; 206.79; 181.09; 183.88; 155.1; 182.15; 134.36; 125.45; 206.81; 227.25; 168.21; 176.64
1.2843999452E10; 208.56; 206.94; 181.08; 183.89; 155.19; 182.41; 134.51; 125.32; 206.6; 226.69; 168.34; 176.41
1.3486199424E10; 208.56; 207.07; 181.32; 183.82; 155.12; 181.89; 134.58; 125.26; 206.75; 226.11; 168.31; 176.83
1.4160509395E10; 209.35; 207.21; 181.64; 184.2; 154.99; 182.2; 134.46; 125.43; 206.83; 225.45; 168.36; 176.62
1.4868534864E10; 209.23; 207.34; 182.07; 184.5; 155.09; 182.07; 134.37; 125.42; 207.2; 224.78; 168.49; 176.5
1.5611961607E10; 209.77; 207.68; 182.49; 184.78; 155.19; 182.14; 134.33; 125.32; 206.72; 224.23; 168.46; 176.61
1.6392559687E10; 209.89; 207.86; 182.71; 184.94; 155.3; 182.49; 134.42; 125.24; 207.1; 223.36; 168.58; 176.46
1.7212187671E10; 210.29; 207.59; 183.07; 185.22; 155.56; 182.71; 134.54; 125.51; 207.44; 222.61; 168.73; 176.34
1.8072797054E10; 210.87; 207.51; 183.36; 185.61; 155.43; 182.79; 134.49; 125.35; 207.2; 221.61; 168.44; 176.51
1.8976436906E10; 211.01; 207.41; 183.13; 185.66; 155.55; 183.04; 134.58; 125.76; 207.25; 220.56; 168.33; 176.52
1.9925258751E10; 212.03; 207.7; 183.58; 185.95; 155.52; 183.76; 134.64; 125.78; 207.78; 219.82; 168.44; 176.5
2.0921521688E10; 212.45; 207.79; 184.0; 186.39; 155.86; 183.74; 134.73; 125.91; 207.17; 218.66; 168.6; 176.98
2.1967597772E10; 212.52; 207.74; 184.07; 186.53; 155.71; 184.35; 134.53; 125.73; 207.41; 218.44; 168.35; 176.79
2.306597766E10; 212.55; 207.92; 184.39; 186.7; 155.69; 184.44; 134.58; 126.02; 206.81; 216.56; 168.36; 176.39
2.4219276543E10; 212.59; 207.67; 184.36; 186.73; 155.55; 184.79; 134.49; 125.94; 207.1; 215.9; 168.34; 176.35
2.543024037E10; 212.79; 207.5; 184.51; 186.89; 155.94; 184.99; 134.4; 125.93; 207.15; 215.35; 168.54; 176.25
2.6701752388E10; 213.27; 207.81; 184.9; 187.25; 156.11; 185.32; 134.59; 125.64; 207.91; 214.36; 168.8; 176.74
2.8036840007E10; 213.01; 208.16; 185.07; 187.27; 155.78; 185.57; 134.41; 125.5; 208.03; 213.57; 168.43; 176.66
2.9438682007E10; 213.79; 208.36; 185.47; 187.58; 156.21; 186.04; 134.63; 125.56; 207.37; 213.1; 168.41; 176.34
3.0910616107E10; 214.41; 208.28; 185.52; 187.64; 155.75; 186.06; 134.57; 125.65; 207.22; 212.05; 168.35; 176.26
3.2456146912E10; 214.94; 208.46; 185.91; 187.76; 156.14; 186.51; 134.58; 125.68; 207.67; 211.17; 168.48; 176.51
3.4078954257E10; 215.36; 208.68; 186.04; 187.81; 155.97; 186.33; 134.54; 125.62; 207.17; 210.83; 168.63; 176.18
3.5782901969E10; 215.04; 208.93; 186.04; 187.82; 156.23; 186.66; 134.49; 125.63; 207.66; 210.57; 168.49; 176.85
3.7572047067E10; 215.6; 209.09; 186.6; 188.07; 155.85; 187.08; 134.58; 125.77; 207.99; 210.21; 168.61; 177.04
3.945064942E10; 216.09; 209.22; 186.68; 188.29; 156.14; 187.46; 134.52; 126.07; 208.11; 209.74; 168.69; 177.22
4.142318189E10; 216.54; 209.48; 186.75; 188.41; 156.0; 187.96; 134.71; 126.13; 208.19; 209.59; 168.71; 177.51
4.3494340984E10; 216.3; 209.41; 186.8; 188.44; 155.99; 187.78; 134.52; 126.11; 207.89; 209.19; 168.88; 177.51
4.5669058033E10; 217.06; 209.39; 187.09; 188.54; 155.91; 187.91; 134.65; 125.86; 208.02; 209.1; 168.73; 177.44
4.7952510934E10; 216.91; 209.3; 187.21; 188.56; 155.62; 188.44; 134.41; 125.78; 207.63; 208.98; 168.72; 177.53
5.035013648E10; 217.12; 209.63; 187.22; 188.7; 155.79; 188.47; 134.54; 125.52; 208.25; 208.81; 168.83; 177.47
5.2867643303E10; 217.5; 209.26; 187.33; 189.05; 155.28; 188.91; 134.61; 125.34; 207.63; 208.6; 168.82; 177.21
5.5511025468E10; 217.67; 209.47; 187.7; 189.26; 155.65; 189.18; 134.61; 125.63; 207.86; 208.67; 169.02; 177.18
5.8286576741E10; 217.96; 209.49; 187.6; 188.91; 155.41; 189.51; 134.49; 125.69; 207.53; 208.63; 168.91; 177.27
6.1200905578E10; 217.72; 209.33; 187.36; 188.95; 155.69; 189.56; 134.72; 125.64; 207.18; 208.91; 168.89; 177.08
6.4260950856E10; 218.38; 209.65; 187.61; 189.06; 155.29; 189.79; 134.68; 125.76; 207.02; 208.94; 168.86; 177.15
6.7473998398E10; 217.96; 209.66; 187.26; 189.12; 155.46; 190.63; 134.74; 125.73; 207.23; 209.31; 168.87; 177.15
7.0847698317E10; 218.45; 209.88; 187.64; 189.25; 155.64; 190.45; 134.49; 125.9; 207.01; 209.42; 169.03; 177.43
7.4390083232E10; 218.3; 209.39; 187.57; 189.04; 155.55; 190.52; 134.6; 125.88; 207.43; 209.51; 168.97; 177.8
7.8109587393E10; 218.77; 209.34; 187.59; 189.16; 156.02; 191.14; 134.8; 126.04; 206.92; 209.95; 169.25; 177.98
8.2015066762E10; 217.97; 209.44; 187.56; 188.9; 156.01; 191.25; 134.79; 126.05; 207.7; 210.7; 169.09; 178.1
8.61158201E10; 217.92; 209.53; 187.63; 188.66; 155.04; 191.09; 134.69; 125.97; 206.85; 210.65; 168.82; 178.26
9.0421611105E10; 218.06; 209.55; 187.82; 188.76; 155.38; 191.35; 134.71; 126.15; 207.2; 210.82; 168.94; 177.98
9.494269166E10; 219.0; 209.82; 187.61; 188.66; 155.34; 191.61; 134.9; 126.04; 207.14; 210.77; 168.71; 178.25
9.9689826242E10; 218.67; 210.2; 187.53; 188.43; 155.07; 191.64; 134.87; 125.82; 206.59; 210.99; 168.71; 178.04
1.04674317554E11; 219.29; 210.01; 188.0; 188.66; 155.4; 191.93; 134.82; 125.79; 207.29; 211.55; 168.99; 177.73
1.09908033431E11; 219.59; 210.12; 187.89; 188.83; 154.97; 191.95; 134.74; 126.02; 206.88; 212.22; 168.65; 176.96
1.15403435102E11; 219.76; 210.55; 187.8; 188.81; 155.4; 191.81; 134.79; 125.82; 206.92; 212.27; 168.78; 176.97
1.21173606857E11; 219.8; 210.49; 188.14; 188.85; 155.36; 192.09; 134.85; 125.92; 206.11; 212.36; 168.66; 177.1
1.27232287199E11; 220.37; 210.56; 188.38; 189.07; 155.64; 192.14; 134.72; 126.05; 206.63; 212.58; 168.76; 176.93
1.33593901558E11; 220.49; 210.57; 188.44; 189.14; 155.84; 192.38; 134.71; 125.82; 207.14; 213.13; 168.67; 176.75
1.40273596635E11; 220.45; 210.9; 188.01; 189.17; 156.04; 192.66; 134.77; 125.85; 207.1; 213.11; 168.66; 177.0
1.47287276466E11; 220.29; 210.93; 187.91; 189.19; 156.04; 192.73; 134.78; 125.82; 207.15; 213.4; 168.7; 176.92
1.54651640289E11; 220.53; 211.34; 188.43; 189.61; 155.96; 192.74; 134.8; 126.02; 207.27; 213.71; 168.8; 177.19
1.62384222303E11; 221.16; 211.88; 188.61; 189.85; 155.51; 192.5; 134.94; 126.33; 207.41; 214.11; 168.87; 177.37
1.70503433418E11; 221.27; 211.86; 188.38; 190.05; 155.62; 192.73; 134.98; 126.25; 207.12; 214.4; 168.87; 177.78
1.79028605088E11; 221.68; 211.76; 188.7; 190.3; 155.63; 192.67; 134.72; 126.16; 207.33; 214.75; 168.8; 177.78
1.87980035342E11; 221.72; 212.14; 188.96; 190.43; 155.68; 192.7; 134.54; 126.22; 207.33; 215.29; 168.96; 177.57
1.97379037109E11; 221.49; 212.56; 189.16; 190.67; 155.65; 192.8; 134.7; 126.23; 207.65; 215.44; 168.91; 177.58
2.07247988964E11; 222.17; 212.49; 189.06; 190.76; 155.82; 192.95; 134.8; 126.09; 207.74; 216.07; 169.02; 177.31
2.17610388412E11; 222.26; 212.7; 189.49; 191.19; 155.69; 193.07; 134.81; 125.99; 207.51; 216.06; 168.85; 177.43
2.28490907832E11; 222.61; 213.01; 189.85; 191.51; 155.8; 193.41; 134.78; 125.93; 207.37; 216.28; 168.72; 177.18
2.39915453223E11; 222.8; 213.34; 190.01; 192.02; 155.84; 193.85; 134.79; 125.88; 207.57; 217.01; 169.22; 177.22
2.51911225884E11; 223.07; 213.55; 190.37; 192.44; 155.92; 194.11; 134.92; 126.01; 207.74; 217.08; 169.38; 177.63
2.64506787178E11; 223.38; 213.64; 190.53; 192.82; 156.26; 194.31; 134.86; 126.11; 208.06; 218.04; 169.3; 177.71
2.77732126536E11; 222.75; 213.8; 190.54; 192.73; 156.56; 194.51; 134.96; 126.15; 208.53; 218.21; 169.46; 177.49
2.91618732862E11; 222.72; 213.88; 190.44; 192.93; 156.37; 194.18; 134.95; 126.33; 208.22; 218.32; 169.46; 177.42
3.06199669505E11; 222.97; 214.01; 190.66; 193.14; 156.86; 194.35; 135.0; 126.41; 208.36; 218.18; 169.46; 177.54
3.2150965298E11; 222.71; 214.16; 190.87; 193.53; 156.49; 194.38; 135.01; 126.63; 208.63; 218.87; 169.31; 178.25
3.37585135629E11; 222.55; 214.38; 190.69; 193.64; 156.54; 194.57; 135.33; 126.76; 208.55; 218.9; 169.48; 178.25
3.5446439241E11; 222.58; 214.4; 190.85; 193.82; 156.49; 194.61; 135.39; 126.64; 209.07; 219.28; 169.73; 178.36
3.7218761203E11; 222.19; 214.14; 190.72; 193.94; 155.89; 194.4; 134.98; 126.56; 208.77; 219.33; 169.64; 178.38
3.90796992631E11; 222.51; 214.21; 191.04; 194.1; 156.2; 194.52; 135.09; 126.31; 208.42; 219.66; 169.53; 178.04
4.10336842262E11; 222.43; 214.03; 190.9; 194.25; 156.51; 193.98; 134.86; 126.22; 208.51; 219.8; 169.6; 177.75
4.30853684375E11; 222.6; 213.56; 190.77; 194.17; 156.06; 193.58; 134.91; 126.29; 208.08; 219.92; 169.76; 177.93
4.52396368593E11; 221.85; 213.38; 190.58; 193.96; 155.76; 193.73; 134.8; 126.09; 208.22; 220.2; 169.75; 177.7
4.75016187022E11; 221.11; 213.52; 190.78; 193.52; 155.78; 193.49; 134.77; 125.95; 208.08; 220.37; 169.74; 177.75
4.98766996373E11; 221.3; 213.45; 190.55; 193.36; 155.83; 193.22; 134.81; 125.93; 208.35; 221.12; 169.85; 177.76
5.23705346191E11; 220.93; 213.81; 190.45; 193.61; 156.03; 193.23; 135.03; 125.89; 208.44; 221.2; 169.83; 177.7
5.498906135E11; 221.13; 213.23; 190.2; 193.07; 155.91; 193.08; 134.95; 125.95; 208.46; 221.42; 169.82; 177.5
5.77385144175E11; 221.32; 213.06; 189.89; 192.78; 155.69; 192.71; 135.03; 126.01; 208.55; 221.78; 169.95; 178.27
6.06254401383E11; 220.89; 212.81; 189.88; 192.61; 156.16; 192.68; 134.81; 126.27; 208.95; 222.02; 169.88; 178.73
6.36567121452E11; 220.74; 212.85; 189.9; 192.41; 156.09; 192.56; 134.81; 125.99; 208.78; 222.72; 169.93; 178.92
6.68395477524E11; 220.64; 212.65; 189.41; 192.24; 156.0; 192.59; 135.05; 126.13; 208.63; 222.89; 170.07; 178.49
7.018152514E11; 220.24; 212.53; 189.27; 191.99; 155.91; 192.36; 134.69; 126.17; 208.19; 223.37; 169.95; 178.28
7.3690601397E11; 220.27; 212.1; 189.06; 191.73; 155.59; 192.37; 134.87; 126.19; 209.02; 223.79; 170.1; 178.44
7.73751314668E11; 219.67; 212.07; 188.77; 191.43; 156.3; 192.43; 135.17; 126.08; 208.66; 224.39; 169.89; 178.59
8.12438880401E11; 219.85; 211.88; 188.56; 191.17; 156.19; 192.42; 135.24; 125.84; 207.67; 224.62; 170.06; 178.29
8.53060824421E11; 219.82; 211.75; 188.26; 190.72; 156.07; 192.08; 135.01; 125.59; 207.81; 225.0; 169.97; 178.56
8.95713865642E11; 219.53; 211.36; 187.88; 190.38; 156.0; 191.56; 135.08; 125.52; 207.77; 225.51; 170.2; 178.71
9.40499558924E11; 219.07; 211.02; 187.22; 190.12; 155.72; 190.82; 134.93; 125.36; 207.8; 225.59; 169.88; 178.36
9.8752453687E11; 218.46; 210.59; 186.87; 189.68; 155.3; 190.4; 134.84; 125.18; 207.56; 225.91; 169.69; 178.1
1.036900763713E12; 217.97; 210.23; 186.03; 188.93; 155.46; 189.9; 134.63; 125.34; 207.11; 225.96; 169.44; 177.71
1.088745801898E12; 217.04; 210.01; 185.87; 188.45; 155.49; 189.88; 134.91; 125.8; 206.32; 226.25; 169.73; 178.05
1.143183091992E12; 216.57; 209.48; 185.15; 187.76; 155.31; 189.44; 134.71; 125.73; 206.66; 226.42; 169.74; 178.23
1.200342246591E12; 215.54; 209.21; 184.65; 187.57; 155.38; 189.13; 134.91; 125.85; 207.24; 226.72; 169.92; 177.94
1.26035935892E12; 214.79; 208.52; 184.48; 186.87; 155.75; 188.44; 134.83; 126.11; 207.23; 226.59; 169.84; 177.64
1.323377326866E12; 213.75; 208.38; 183.88; 186.27; 155.7; 187.82; 134.56; 125.97; 206.62; 226.79; 169.8; 177.9
1.389546193209E12; 213.12; 208.13; 183.08; 185.73; 155.57; 187.33; 134.59; 126.05; 206.61; 226.87; 169.96; 177.77
1.459023502869E12; 212.46; 207.95; 182.65; 185.26; 155.29; 186.53; 134.34; 126.12; 206.11; 226.79; 169.64; 177.55
1.531974678012E12; 211.74; 207.2; 182.35; 184.77; 155.52; 185.65; 134.16; 126.03; 205.97; 226.72; 169.57; 177.0
1.608573411912E12; 210.22; 206.6; 181.9; 184.16; 155.32; 184.73; 134.16; 126.04; 206.12; 226.62; 169.66; 177.0
1.689002082507E12; 209.82; 206.3; 181.75; 183.91; 155.13; 184.27; 134.19; 126.13; 206.2; 226.71; 169.79; 177.09
1.773452186632E12; 209.3; 206.49; 181.4; 183.35; 155.1; 184.03; 134.27; 125.75; 206.74; 226.63; 169.67; 177.05
1.862124795963E12; 208.39; 206.32; 181.25; 183.08; 155.08; 183.41; 134.32; 125.91; 206.43; 226.31; 169.54; 177.08
1.955231035761E12; 208.48; 206.11; 180.95; 182.92; 155.08; 183.21; 134.47; 125.93; 206.9; 226.04; 169.79; 177.17
2.052992587549E12; 207.18; 205.75; 180.33; 182.42; 155.22; 182.78; 134.42; 125.77; 207.03; 226.03; 169.87; 177.24
2.155642216926E12; 206.36; 205.57; 179.95; 181.9; 155.17; 182.17; 134.66; 125.95; 207.38; 225.97; 169.81; 176.92
2.263424327772E12; 205.74; 205.37; 179.98; 181.66; 154.7; 181.95; 134.57; 125.9; 207.2; 225.66; 169.89; 177.3
2.37659554416E12; 205.51; 205.81; 179.74; 181.56; 155.14; 181.43; 134.41; 126.01; 207.19; 225.44; 169.92; 177.7
2.495425321368E12; 205.26; 205.96; 179.64; 181.27; 155.14; 181.31; 134.74; 125.84; 206.78; 225.15; 170.08; 177.65
2.620196587436E12; 205.19; 205.7; 179.29; 181.14; 155.35; 180.86; 134.44; 125.87; 207.85; 224.9; 170.12; 178.1
2.751206416807E12; 205.3; 205.89; 179.74; 181.2; 154.81; 180.67; 134.99; 126.17; 207.67; 224.2; 170.52; 178.15
2.888766737647E12; 205.06; 205.92; 179.62; 180.96; 154.91; 180.58; 134.77; 126.32; 207.43; 224.34; 170.23; 178.44
3.033205074529E12; 205.6; 205.9; 179.66; 180.71; 155.02; 180.32; 134.75; 126.16; 206.82; 223.99; 170.29; 178.25
3.184865328255E12; 205.19; 206.15; 179.83; 181.06; 154.92; 179.94; 134.71; 125.87; 207.02; 223.12; 170.39; 178.58
3.344108594667E12; 205.37; 206.01; 179.82; 181.06; 154.59; 180.01; 134.56; 125.95; 207.47; 222.84; 170.37; 178.41
3.5113140244E12; 205.3; 206.61; 179.74; 181.02; 154.13; 179.61; 134.72; 125.88; 207.59; 222.38; 170.34; 178.26
3.686879725619E12; 205.59; 206.39; 179.55; 181.3; 153.71; 179.68; 134.64; 125.84; 207.21; 221.83; 170.34; 178.25
3.871223711899E12; 205.83; 206.77; 179.91; 181.49; 153.74; 179.81; 134.69; 125.93; 207.5; 221.17; 170.3; 178.39
4.064784897493E12; 205.93; 206.96; 179.89; 181.6; 154.35; 180.17; 134.66; 125.84; 207.96; 220.47; 170.56; 178.11
4.268024142367E12; 205.29; 206.94; 179.72; 181.62; 153.93; 180.33; 134.83; 125.78; 208.02; 220.05; 170.46; 177.84
4.481425349485E12; 205.52; 206.88; 179.47; 181.7; 153.67; 179.94; 134.75; 126.45; 208.22; 219.25; 170.57; 178.46
4.705496616959E12; 205.72; 206.91; 179.45; 181.8; 153.75; 179.98; 134.93; 126.49; 208.2; 218.74; 170.44; 178.59
4.940771447806E12; 206.08; 207.25; 179.43; 181.74; 154.1; 180.03; 134.83; 126.51; 208.89; 217.38; 170.59; 178.81
5.187810020196E12; 206.02; 207.14; 179.56; 181.75; 154.05; 179.66; 134.93; 126.39; 208.07; 217.0; 170.6; 179.35
5.447200521205E12; 206.47; 207.07; 179.26; 181.73; 153.62; 180.39; 134.76; 126.31; 208.62; 216.41; 170.43; 179.4
5.719560547265E12; 206.48; 207.28; 179.52; 181.8; 153.55; 180.04; 134.87; 126.34; 208.21; 215.48; 170.53; 179.02
6.005538574628E12; 206.98; 207.58; 179.54; 182.0; 153.68; 180.2; 134.99; 126.34; 208.06; 214.96; 170.33; 179.12
6.305815503359E12; 206.7; 207.6; 179.58; 181.82; 153.92; 180.59; 134.64; 126.35; 207.26; 213.96; 170.36; 179.23
6.621106278526E12; 206.67; 207.8; 179.51; 182.22; 154.14; 180.52; 134.84; 126.31; 207.65; 213.54; 170.47; 179.09
6.952161592452E12; 206.76; 207.74; 179.16; 182.02; 153.71; 180.47; 134.83; 126.07; 208.03; 212.33; 170.57; 179.07
7.299769672074E12; 206.7; 207.8; 179.18; 182.14; 154.21; 180.37; 134.99; 126.42; 208.18; 212.07; 170.53; 178.74
7.664758155677E12; 206.33; 207.79; 179.06; 181.77; 153.8; 180.4; 134.89; 125.95; 208.11; 211.61; 170.43; 178.87
8.04799606346E12; 205.79; 207.72; 178.68; 181.52; 153.74; 180.57; 134.71; 125.91; 208.45; 210.85; 170.3; 178.58
8.450395866632E12; 205.68; 207.54; 178.52; 181.54; 153.86; 180.32; 134.81; 125.92; 208.29; 210.23; 170.45; 178.35
8.872915659963E12; 205.75; 207.46; 178.86; 181.83; 154.1; 180.81; 135.0; 126.2; 208.1; 209.9; 170.59; 178.65
9.316561442961E12; 206.56; 207.65; 178.75; 181.78; 153.84; 180.86; 135.1; 126.4; 208.66; 210.23; 170.66; 178.66
9.782389515109E12; 205.88; 207.59; 178.29; 181.7; 153.95; 180.77; 135.04; 126.54; 208.84; 209.79; 170.68; 178.95
1.0271508990864E13; 205.66; 207.75; 178.2; 181.63; 154.08; 180.78; 135.1; 126.63; 209.17; 209.55; 170.79; 178.92
1.0785084440407E13; 205.6; 207.56; 177.79; 181.5; 153.73; 181.0; 134.93; 126.73; 208.86; 209.14; 170.85; 179.06
1.1324338662427E13; 205.89; 207.58; 177.89; 181.39; 153.4; 180.95; 134.98; 126.69; 208.27; 209.66; 170.8; 179.22
1.1890555595548E13; 205.51; 207.61; 177.93; 181.38; 153.97; 181.12; 134.83; 126.81; 208.33; 209.4; 170.78; 179.37
1.2485083375325E13; 205.45; 207.05; 177.82; 181.35; 153.67; 181.1; 134.79; 126.57; 207.93; 209.86; 170.55; 179.29
1.3109337544091E13; 205.8; 207.2; 177.72; 181.27; 154.1; 180.9; 135.06; 126.52; 208.21; 209.54; 170.72; 179.38
1.3764804421295E13; 205.79; 207.2; 177.49; 181.28; 153.99; 181.18; 134.87; 126.57; 208.11; 209.35; 170.77; 179.15
1.4453044642359E13; 205.85; 206.99; 177.53; 181.17; 153.8; 181.09; 135.02; 126.7; 207.67; 209.78; 170.96; 179.53
1.5175696874476E13; 205.7; 206.99; 177.46; 180.91; 153.47; 181.07; 134.93; 126.93; 207.63; 210.22; 170.86; 179.42
1.5934481718199E13; 205.65; 206.9; 177.34; 180.73; 153.86; 181.28; 135.01; 126.6; 207.34; 210.39; 170.78; 179.07
1.6731205804108E13; 205.85; 207.13; 177.19; 180.54; 153.64; 181.39; 135.06; 126.31; 206.96; 210.38; 170.66; 178.88
1.7567766094313E13; 205.91; 206.79; 176.64; 180.3; 153.98; 181.47; 134.9; 126.34; 206.86; 211.01; 170.54; 178.56
1.8446154399028E13; 205.19; 206.92; 176.65; 180.07; 153.73; 181.57; 134.96; 126.32; 206.93; 211.23; 170.54; 179.02
1.9368462118979E13; 205.8; 206.76; 176.63; 179.82; 153.51; 181.41; 134.95; 126.42; 206.58; 211.3; 170.63; 178.72
2.0336885224927E13; 205.47; 206.62; 176.34; 179.8; 153.65; 181.2; 134.67; 126.62; 206.6; 211.31; 170.43; 178.62
2.1353729486173E13; 205.15; 206.93; 176.33; 179.73; 153.75; 181.65; 134.79; 126.48; 206.74; 211.82; 170.5; 178.96
2.2421415960481E13; 205.22; 206.83; 176.24; 179.42; 153.78; 181.8; 134.64; 126.43; 206.66; 212.11; 170.57; 178.94
2.3542486758505E13; 204.96; 206.84; 175.84; 178.85; 153.62; 181.79; 134.94; 126.11; 206.14; 212.63; 170.26; 179.16
2.471961109643E13; 204.97; 206.97; 175.9; 178.76; 153.66; 181.54; 134.72; 126.1; 206.75; 212.89; 170.49; 179.14
2.5955591651251E13; 204.91; 206.71; 175.53; 178.11; 153.92; 181.25; 134.45; 125.9; 206.65; 212.3; 170.18; 178.65
