p = 16; sample_size = 100
true distinct count; compressed bytes hll6 bzip2; compressed bytes hll6 lzma; compressed bytes hll6 deflate; compressed bytes hll6 zstd; compressed bytes hll8 bzip2; compressed bytes hll8 lzma; compressed bytes hll8 deflate; compressed bytes hll8 zstd; compressed bytes ull bzip2; compressed bytes ull lzma; compressed bytes ull deflate; compressed bytes ull zstd
53297.0; 23141.25; 24378.52; 25638.48; 24976.99; 22116.55; 21256.97; 23285.87; 23816.91; 26482.8; 25198.91; 26963.75; 26686.03
55961.0; 23380.12; 24752.43; 26000.8; 25315.91; 22388.93; 21527.48; 23590.65; 24120.72; 26986.31; 25738.26; 27491.62; 27117.76
58759.0; 23616.96; 25113.58; 26346.16; 25651.38; 22645.82; 21715.78; 23891.16; 24417.3; 27479.54; 26266.15; 28006.41; 27544.39
61696.0; 23858.25; 25462.16; 26669.26; 25984.69; 22892.57; 21775.99; 24173.29; 24693.35; 27955.22; 26793.93; 28495.85; 27953.11
64780.0; 24086.55; 25788.65; 26986.19; 26315.3; 23120.0; 21917.83; 24451.0; 24956.98; 28412.62; 27310.86; 28983.1; 28353.01
68019.0; 24302.0; 26094.61; 27291.03; 26632.79; 23337.68; 22111.44; 24722.89; 25205.69; 28797.28; 27831.7; 29460.85; 28738.23
71419.0; 24516.72; 26379.49; 27596.16; 26944.19; 23549.44; 22049.74; 24999.89; 25434.78; 29234.58; 28332.11; 29940.4; 29111.68
74989.0; 24714.56; 26638.09; 27888.76; 27253.13; 23747.22; 22229.11; 25261.18; 25650.83; 29686.13; 28818.6; 30414.9; 29460.24
78738.0; 24903.21; 26879.12; 28172.98; 27539.98; 23948.04; 22367.7; 25487.82; 25856.25; 30166.35; 29294.32; 30888.22; 29788.15
82674.0; 25079.18; 27088.71; 28449.63; 27820.59; 24141.41; 22546.36; 25712.1; 26044.56; 30557.67; 29751.9; 31352.11; 30100.75
86807.0; 25244.14; 27302.39; 28716.71; 28101.81; 24345.58; 22692.23; 25922.37; 26218.13; 30923.91; 30195.89; 31801.88; 30404.62
91147.0; 25389.42; 27483.14; 28955.46; 28371.65; 24494.76; 22871.84; 26135.38; 26384.53; 31286.51; 30628.97; 32229.47; 30689.55
95704.0; 25554.76; 27677.93; 29181.59; 28638.92; 24620.23; 23022.31; 26338.88; 26533.41; 31674.24; 31028.79; 32640.37; 30964.88
100489.0; 25681.37; 27838.31; 29385.35; 28893.09; 24764.88; 23196.32; 26524.22; 26674.46; 32035.68; 31410.97; 33026.19; 31228.41
105513.0; 25833.41; 27973.12; 29586.51; 29142.21; 24898.92; 23357.32; 26696.5; 26808.41; 32376.9; 31776.12; 33411.48; 31481.18
110788.0; 25969.41; 28091.56; 29778.28; 29399.81; 25031.46; 23511.58; 26858.49; 26929.53; 32709.39; 32121.76; 33779.65; 31725.15
116327.0; 26089.46; 28225.76; 29953.86; 29654.61; 25157.16; 23651.0; 27014.73; 27039.32; 33040.11; 32423.58; 34138.82; 31957.61
122143.0; 26206.78; 28317.49; 30117.06; 29889.4; 25277.66; 23776.51; 27158.79; 27144.59; 33354.2; 32721.84; 34475.46; 32181.21
128250.0; 26305.96; 28410.88; 30259.2; 30136.76; 25399.67; 23887.31; 27291.48; 27239.24; 33652.64; 32885.97; 34804.23; 32398.63
134662.0; 26406.37; 28507.26; 30395.19; 30371.16; 25520.43; 23994.54; 27418.03; 27323.28; 33953.08; 32876.94; 35121.81; 32593.69
141395.0; 26492.17; 28569.35; 30523.15; 30548.4; 25630.18; 24084.18; 27521.57; 27403.79; 34221.45; 32767.05; 35419.58; 32781.22
148464.0; 26566.94; 28628.17; 30631.46; 30720.47; 25736.18; 24166.78; 27630.52; 27468.43; 34477.66; 32466.93; 35706.72; 32956.25
155887.0; 26631.8; 28669.91; 30723.71; 30903.25; 25837.21; 24237.29; 27722.76; 27527.98; 34722.44; 32403.63; 35960.51; 33128.88
163681.0; 26695.58; 28720.93; 30818.63; 31048.54; 25922.3; 24300.65; 27807.05; 27583.73; 34956.21; 32462.18; 36206.0; 33305.14
171865.0; 26747.1; 28742.79; 30896.0; 31216.33; 26009.21; 24354.96; 27883.16; 27630.32; 35169.81; 32642.05; 36439.02; 33447.93
180458.0; 26785.75; 28760.36; 30969.37; 31373.5; 26072.45; 24401.82; 27939.44; 27670.51; 35373.59; 32808.66; 36645.48; 33574.11
189480.0; 26821.07; 28777.33; 31035.49; 31493.4; 26135.84; 24441.4; 27990.52; 27706.33; 35578.4; 32974.36; 36830.04; 33690.65
198953.0; 26847.78; 28782.44; 31096.45; 31590.98; 26190.57; 24470.14; 28030.53; 27738.44; 35768.08; 33138.24; 36996.57; 33817.39
208900.0; 26866.58; 28784.45; 31154.23; 31715.15; 26241.45; 24500.76; 28069.15; 27764.18; 35942.64; 33274.12; 37149.34; 33956.71
219345.0; 26878.87; 28787.49; 31207.96; 31845.45; 26287.47; 24520.8; 28100.25; 27777.66; 36096.29; 33405.22; 37277.36; 34027.13
230312.0; 26889.99; 28777.83; 31256.36; 31948.19; 26321.23; 24539.71; 28121.06; 27790.51; 36238.48; 33517.33; 37399.06; 34122.32
241827.0; 26890.01; 28773.22; 31301.01; 32035.01; 26351.99; 24552.03; 28136.17; 27798.72; 36364.64; 33611.57; 37503.26; 34229.09
253918.0; 26888.0; 28770.08; 31339.07; 32106.65; 26378.58; 24564.99; 28149.7; 27806.15; 36478.36; 33696.93; 37592.72; 34292.58
266613.0; 26878.58; 28766.91; 31377.83; 32226.25; 26401.33; 24574.09; 28156.85; 27816.73; 36581.78; 33772.23; 37672.6; 34340.68
279943.0; 26869.75; 28760.35; 31409.78; 32330.82; 26412.77; 24580.06; 28162.7; 27822.38; 36676.04; 33831.65; 37741.59; 34392.66
293940.0; 26857.94; 28755.81; 31446.0; 32420.63; 26427.81; 24585.94; 28169.4; 27833.11; 36752.18; 33876.39; 37800.33; 34443.26
308637.0; 26838.38; 28761.62; 31474.9; 32501.45; 26438.84; 24590.93; 28168.38; 27828.91; 36824.54; 33914.51; 37857.55; 34516.8
324068.0; 26823.14; 28761.39; 31503.85; 32578.53; 26438.67; 24593.52; 28174.2; 27835.11; 36883.43; 33941.11; 37903.41; 34531.61
340271.0; 26813.4; 28768.08; 31529.55; 32660.41; 26458.18; 24594.05; 28173.98; 27840.34; 36931.47; 33963.61; 37938.02; 34527.67
357284.0; 26798.77; 28772.52; 31557.16; 32721.26; 26468.83; 24596.42; 28172.31; 27843.57; 36969.97; 33975.02; 37965.77; 34555.05
375148.0; 26784.4; 28783.64; 31583.69; 32755.88; 26480.45; 24598.84; 28178.25; 27854.52; 37008.39; 33980.18; 37992.62; 34564.03
393905.0; 26779.71; 28798.83; 31604.87; 32761.84; 26488.92; 24598.15; 28177.57; 27857.68; 37035.56; 33983.05; 38011.62; 34595.79
413600.0; 26773.33; 28810.97; 31626.23; 32842.1; 26495.46; 24597.33; 28178.86; 27856.22; 37057.24; 33981.37; 38030.3; 34635.45
434279.0; 26769.04; 28833.9; 31646.98; 32906.84; 26502.07; 24599.54; 28183.06; 27855.16; 37074.82; 33971.07; 38038.79; 34653.1
455992.0; 26770.16; 28854.87; 31665.93; 32974.71; 26512.1; 24598.9; 28182.55; 27844.94; 37079.2; 33959.09; 38040.87; 34628.28
478791.0; 26771.52; 28890.06; 31685.06; 33023.08; 26517.2; 24599.92; 28179.9; 27840.0; 37092.44; 33947.45; 38051.0; 34611.37
502730.0; 26778.35; 28925.03; 31700.31; 33093.04; 26525.42; 24600.64; 28178.76; 27835.87; 37099.04; 33935.79; 38051.23; 34634.67
527866.0; 26785.53; 28959.74; 31717.28; 33119.18; 26529.62; 24600.02; 28178.37; 27840.22; 37103.36; 33924.63; 38046.51; 34653.86
554259.0; 26794.14; 29002.3; 31736.0; 33177.46; 26533.5; 24598.07; 28172.96; 27839.09; 37110.54; 33915.54; 38045.27; 34642.3
581971.0; 26798.52; 29055.31; 31751.25; 33207.71; 26536.13; 24596.94; 28172.69; 27839.83; 37113.4; 33912.57; 38045.87; 34651.87
611069.0; 26806.05; 29099.98; 31767.53; 33224.13; 26532.83; 24597.55; 28176.6; 27839.56; 37120.41; 33912.29; 38049.0; 34674.08
641622.0; 26814.7; 29149.01; 31784.27; 33214.31; 26536.02; 24599.89; 28178.7; 27837.92; 37120.59; 33916.51; 38053.97; 34641.6
673703.0; 26829.16; 29189.47; 31797.57; 33199.61; 26539.04; 24601.65; 28177.52; 27844.53; 37123.7; 33925.54; 38054.4; 34614.43
707388.0; 26835.49; 29247.12; 31810.49; 33204.55; 26539.45; 24600.2; 28175.57; 27847.59; 37129.52; 33935.82; 38050.02; 34615.52
742757.0; 26845.55; 29299.17; 31824.51; 33240.17; 26545.47; 24605.69; 28177.6; 27854.15; 37126.57; 33943.86; 38054.65; 34623.94
779894.0; 26851.28; 29339.77; 31830.7; 33254.89; 26549.84; 24605.35; 28185.14; 27858.88; 37128.04; 33952.24; 38057.28; 34645.51
818888.0; 26860.88; 29422.1; 31842.02; 33239.12; 26550.33; 24605.73; 28184.23; 27859.93; 37127.66; 33964.99; 38064.27; 34662.61
859832.0; 26865.35; 29471.21; 31843.02; 33224.44; 26557.77; 24609.98; 28184.31; 27853.0; 37122.9; 33972.05; 38061.08; 34666.29
902823.0; 26859.9; 29504.91; 31846.47; 33227.8; 26560.73; 24609.74; 28180.28; 27848.28; 37121.62; 33979.21; 38059.5; 34651.64
947964.0; 26863.04; 29549.97; 31853.55; 33226.21; 26567.02; 24609.77; 28177.54; 27840.42; 37122.57; 33984.67; 38059.89; 34640.55
995362.0; 26856.52; 29583.45; 31855.92; 33198.52; 26570.61; 24608.82; 28176.62; 27837.96; 37122.14; 33988.66; 38059.08; 34638.22
1045130.0; 26852.39; 29611.24; 31860.01; 33196.88; 26570.0; 24611.75; 28178.75; 27839.14; 37124.62; 33990.99; 38053.7; 34639.73
1097386.0; 26847.33; 29651.32; 31866.03; 33191.22; 26569.36; 24609.56; 28180.11; 27845.38; 37122.45; 33994.22; 38056.91; 34640.77
1152255.0; 26835.91; 29698.89; 31866.68; 33193.87; 26567.34; 24609.37; 28174.89; 27845.77; 37126.87; 33995.88; 38052.26; 34662.32
1209867.0; 26825.99; 29673.19; 31871.48; 33185.51; 26569.66; 24608.64; 28176.23; 27836.56; 37128.12; 33999.98; 38055.88; 34689.94
1270360.0; 26817.28; 29672.46; 31866.83; 33172.33; 26568.48; 24608.98; 28178.24; 27841.1; 37128.46; 34002.88; 38056.73; 34675.55
1333878.0; 26808.44; 29683.85; 31869.12; 33159.31; 26568.9; 24605.89; 28178.18; 27841.5; 37131.91; 34009.25; 38057.93; 34666.42
1400571.0; 26801.21; 29722.76; 31866.75; 33140.66; 26570.99; 24603.8; 28181.68; 27848.48; 37136.3; 34014.33; 38058.06; 34645.02
1470599.0; 26786.49; 29695.27; 31867.08; 33119.0; 26567.1; 24600.64; 28179.87; 27852.0; 37143.09; 34020.65; 38063.14; 34648.49
1544128.0; 26773.26; 29706.68; 31864.97; 33113.34; 26571.96; 24600.16; 28179.88; 27857.31; 37139.9; 34022.52; 38066.95; 34666.99
1621334.0; 26762.29; 29670.82; 31862.85; 33134.42; 26572.35; 24596.35; 28184.22; 27862.27; 37135.9; 34024.24; 38070.52; 34692.03
1702400.0; 26750.33; 29626.6; 31859.74; 33138.51; 26582.56; 24596.87; 28181.68; 27855.32; 37138.22; 34023.87; 38070.1; 34691.62
1787519.0; 26738.1; 29609.2; 31857.76; 33111.0; 26584.5; 24593.0; 28183.83; 27850.38; 37130.86; 34025.72; 38070.22; 34668.12
1876894.0; 26726.27; 29560.12; 31857.86; 33148.43; 26590.53; 24589.25; 28184.25; 27844.36; 37134.0; 34025.95; 38065.23; 34648.31
1970738.0; 26702.35; 29549.79; 31856.07; 33168.2; 26591.54; 24579.66; 28180.25; 27842.12; 37128.28; 34024.38; 38063.37; 34651.33
2069274.0; 26689.4; 29458.6; 31854.09; 33156.47; 26587.5; 24577.2; 28180.39; 27839.14; 37131.27; 34023.04; 38058.73; 34642.16
2172737.0; 26676.43; 29439.45; 31850.22; 33171.82; 26590.59; 24572.66; 28173.53; 27839.45; 37130.65; 34021.25; 38056.33; 34666.86
2281373.0; 26654.57; 29347.26; 31849.47; 33143.4; 26589.04; 24572.05; 28173.21; 27842.9; 37126.7; 34021.98; 38050.95; 34671.96
2395441.0; 26643.05; 29316.67; 31851.67; 33164.03; 26579.48; 24568.29; 28179.52; 27839.5; 37128.15; 34020.8; 38048.75; 34685.11
2515213.0; 26624.34; 29259.35; 31851.36; 33206.97; 26580.65; 24575.08; 28178.67; 27842.02; 37123.76; 34021.29; 38052.96; 34686.16
2640973.0; 26611.13; 29227.78; 31856.21; 33217.14; 26577.87; 24578.25; 28181.41; 27842.67; 37131.02; 34023.41; 38054.77; 34661.11
2773021.0; 26600.69; 29184.46; 31860.13; 33272.88; 26577.52; 24582.43; 28178.02; 27846.23; 37135.26; 34026.63; 38055.82; 34641.25
2911672.0; 26594.1; 29123.54; 31866.3; 33296.34; 26573.95; 24590.47; 28179.89; 27849.96; 37134.55; 34030.74; 38059.01; 34645.57
3057255.0; 26584.09; 29133.45; 31881.51; 33302.68; 26582.95; 24598.49; 28185.43; 27857.94; 37133.94; 34033.43; 38066.89; 34656.7
3210117.0; 26573.97; 29072.39; 31898.52; 33338.19; 26583.67; 24605.01; 28182.26; 27861.11; 37127.36; 34035.66; 38066.14; 34660.49
3370622.0; 26572.14; 29057.6; 31906.94; 33363.91; 26585.75; 24608.51; 28189.43; 27856.64; 37135.14; 34038.87; 38059.93; 34670.66
3539153.0; 26559.92; 29062.11; 31914.06; 33422.59; 26588.07; 24614.15; 28186.2; 27850.99; 37130.98; 34042.46; 38062.93; 34677.39
3716110.0; 26548.35; 29014.72; 31929.54; 33501.52; 26594.3; 24617.63; 28178.86; 27848.34; 37131.39; 34042.34; 38064.38; 34646.73
3901915.0; 26534.62; 28949.67; 31944.76; 33515.87; 26587.5; 24620.03; 28184.06; 27843.96; 37128.01; 34040.49; 38054.63; 34657.64
4097010.0; 26523.1; 28894.46; 31957.21; 33526.0; 26595.89; 24620.88; 28180.44; 27846.32; 37126.88; 34039.77; 38058.79; 34648.11
4301860.0; 26510.35; 28941.74; 31969.54; 33578.68; 26593.72; 24622.67; 28179.5; 27843.51; 37124.3; 34039.89; 38052.79; 34657.82
4516952.0; 26503.12; 28893.02; 31983.28; 33580.26; 26601.33; 24623.89; 28175.1; 27844.88; 37127.42; 34038.35; 38047.28; 34657.54
4742799.0; 26495.29; 28823.78; 31998.16; 33575.64; 26591.89; 24623.8; 28178.18; 27844.33; 37125.88; 34039.67; 38044.69; 34665.88
4979938.0; 26492.55; 28808.86; 32014.43; 33568.46; 26591.43; 24621.66; 28179.4; 27841.85; 37127.63; 34042.38; 38047.37; 34683.44
5228934.0; 26485.62; 28758.79; 32028.47; 33648.01; 26585.41; 24623.58; 28181.05; 27845.21; 37130.39; 34043.15; 38050.67; 34661.43
5490380.0; 26486.59; 28749.32; 32039.64; 33672.2; 26589.84; 24616.91; 28184.64; 27848.16; 37131.16; 34046.32; 38051.58; 34635.32
5764899.0; 26489.73; 28706.32; 32055.12; 33679.39; 26588.38; 24611.92; 28185.01; 27855.01; 37132.21; 34045.47; 38050.99; 34640.18
6053143.0; 26495.68; 28681.86; 32060.05; 33693.48; 26587.7; 24606.28; 28179.27; 27856.26; 37133.89; 34044.87; 38056.09; 34645.35
6355800.0; 26500.92; 28664.65; 32071.36; 33713.79; 26592.68; 24603.94; 28184.33; 27863.17; 37129.36; 34042.2; 38060.0; 34667.77
6673590.0; 26513.86; 28615.91; 32082.45; 33727.07; 26594.57; 24598.76; 28178.91; 27856.15; 37128.86; 34041.44; 38056.75; 34681.8
7007269.0; 26530.43; 28596.97; 32094.71; 33797.0; 26594.26; 24594.4; 28180.54; 27851.26; 37130.99; 34037.01; 38061.38; 34674.59
7357632.0; 26550.45; 28560.56; 32106.45; 33794.38; 26603.93; 24592.86; 28180.17; 27844.02; 37125.3; 34030.28; 38059.26; 34652.52
7725513.0; 26569.74; 28538.41; 32115.55; 33799.0; 26603.29; 24582.38; 28182.29; 27842.72; 37119.65; 34024.47; 38056.44; 34646.33
8111788.0; 26587.65; 28493.88; 32121.53; 33802.48; 26603.14; 24582.12; 28183.97; 27845.98; 37130.45; 34021.61; 38056.76; 34662.43
8517377.0; 26613.64; 28460.46; 32125.22; 33850.6; 26603.76; 24577.19; 28177.81; 27842.54; 37125.79; 34019.29; 38051.23; 34679.17
8943245.0; 26634.85; 28427.54; 32130.77; 33871.79; 26604.86; 24576.05; 28175.19; 27846.44; 37129.18; 34018.79; 38051.95; 34657.92
9390407.0; 26665.59; 28404.63; 32133.54; 33789.92; 26594.37; 24567.04; 28175.5; 27845.16; 37132.02; 34019.49; 38050.62; 34691.32
9859927.0; 26689.02; 28346.46; 32138.62; 33772.82; 26599.14; 24562.62; 28171.44; 27842.54; 37130.4; 34023.16; 38053.93; 34676.74
1.0352923E7; 26711.35; 28283.3; 32142.8; 33759.22; 26587.88; 24559.81; 28176.43; 27842.13; 37127.37; 34026.46; 38046.96; 34669.86
1.0870569E7; 26727.19; 28257.97; 32143.06; 33722.24; 26591.52; 24558.56; 28182.9; 27847.65; 37132.21; 34033.79; 38049.26; 34645.54
1.1414097E7; 26746.7; 28198.9; 32138.57; 33737.33; 26586.73; 24553.59; 28181.21; 27849.26; 37135.34; 34040.01; 38047.9; 34634.34
1.1984801E7; 26772.58; 28169.09; 32138.35; 33698.88; 26588.43; 24555.25; 28186.38; 27856.4; 37132.71; 34049.43; 38053.86; 34637.15
1.2584041E7; 26790.7; 28138.62; 32139.76; 33680.06; 26593.16; 24549.72; 28187.01; 27861.49; 37129.68; 34055.66; 38058.19; 34665.29
1.3213243E7; 26811.17; 28121.53; 32141.9; 33668.56; 26596.95; 24551.44; 28190.37; 27859.41; 37128.14; 34063.13; 38060.68; 34688.69
1.3873905E7; 26826.28; 28079.48; 32138.12; 33645.83; 26600.38; 24546.54; 28192.47; 27850.9; 37128.69; 34069.38; 38060.81; 34682.95
1.45676E7; 26846.52; 28026.48; 32138.6; 33624.29; 26603.15; 24544.47; 28192.02; 27847.23; 37126.53; 34070.74; 38060.48; 34665.27
1.529598E7; 26855.84; 28007.86; 32134.04; 33606.62; 26605.7; 24543.48; 28192.98; 27846.74; 37122.32; 34074.72; 38060.79; 34658.34
1.6060778E7; 26871.47; 27995.59; 32135.78; 33572.92; 26604.07; 24540.5; 28186.54; 27842.73; 37122.68; 34075.9; 38058.21; 34658.93
1.6863816E7; 26881.6; 27967.51; 32126.55; 33537.6; 26605.81; 24537.44; 28181.91; 27846.19; 37124.48; 34078.11; 38049.59; 34659.23
1.7707006E7; 26888.2; 27934.95; 32123.9; 33527.31; 26598.21; 24535.85; 28185.8; 27847.55; 37127.35; 34080.9; 38050.04; 34641.26
1.8592356E7; 26888.53; 27919.36; 32114.28; 33476.32; 26596.83; 24534.37; 28180.84; 27848.27; 37130.07; 34083.72; 38050.89; 34641.73
1.9521973E7; 26885.32; 27885.56; 32109.29; 33487.58; 26600.59; 24528.58; 28176.37; 27843.6; 37129.29; 34085.14; 38053.33; 34669.91
2.0498071E7; 26895.4; 27866.9; 32109.18; 33439.31; 26590.39; 24528.81; 28178.75; 27844.9; 37132.83; 34084.53; 38052.5; 34661.63
2.1522974E7; 26904.62; 27841.08; 32107.42; 33429.07; 26594.62; 24524.55; 28185.33; 27848.25; 37134.09; 34086.73; 38055.88; 34629.59
2.2599122E7; 26906.63; 27820.18; 32100.02; 33398.1; 26591.65; 24518.45; 28184.63; 27850.96; 37133.64; 34085.51; 38056.71; 34639.57
2.3729078E7; 26909.52; 27790.23; 32092.76; 33371.3; 26591.29; 24514.86; 28187.95; 27858.35; 37132.23; 34087.05; 38060.81; 34643.44
2.4915531E7; 26909.13; 27777.55; 32091.16; 33352.0; 26589.46; 24510.56; 28188.39; 27863.84; 37128.16; 34083.35; 38068.23; 34656.26
2.6161307E7; 26917.52; 27752.52; 32086.91; 33332.14; 26596.15; 24507.26; 28189.36; 27864.51; 37127.38; 34080.82; 38069.92; 34683.81
2.7469372E7; 26910.61; 27735.81; 32082.71; 33346.62; 26595.29; 24501.17; 28190.13; 27858.62; 37125.58; 34077.1; 38066.05; 34683.65
2.884284E7; 26903.91; 27714.48; 32075.05; 33324.09; 26602.43; 24492.33; 28188.97; 27854.83; 37121.97; 34072.05; 38057.43; 34653.68
3.0284982E7; 26914.92; 27700.46; 32071.95; 33340.3; 26607.86; 24484.91; 28188.85; 27851.97; 37125.89; 34068.66; 38063.07; 34638.93
3.1799231E7; 26915.35; 27682.99; 32068.16; 33333.86; 26609.0; 24481.13; 28186.61; 27847.2; 37130.79; 34064.36; 38063.05; 34648.48
3.3389192E7; 26911.76; 27667.52; 32062.75; 33332.36; 26608.15; 24476.48; 28187.94; 27848.12; 37128.98; 34062.59; 38057.3; 34669.63
3.5058651E7; 26904.35; 27652.39; 32058.71; 33337.95; 26606.97; 24474.9; 28183.69; 27846.45; 37128.76; 34057.78; 38056.29; 34670.8
3.6811583E7; 26897.35; 27643.55; 32056.18; 33354.11; 26600.94; 24476.0; 28185.09; 27851.11; 37126.4; 34056.23; 38051.84; 34659.45
3.8652162E7; 26895.5; 27633.44; 32058.31; 33368.71; 26597.25; 24479.43; 28192.55; 27848.7; 37135.11; 34054.5; 38054.97; 34675.64
4.058477E7; 26891.86; 27616.68; 32065.49; 33415.41; 26598.75; 24488.28; 28190.16; 27849.12; 37135.23; 34052.98; 38056.68; 34679.27
4.2614008E7; 26885.76; 27610.39; 32066.76; 33437.17; 26591.55; 24496.12; 28191.52; 27852.18; 37133.94; 34052.59; 38061.33; 34674.37
4.4744708E7; 26876.94; 27602.22; 32070.73; 33503.56; 26592.94; 24504.08; 28183.23; 27854.57; 37138.93; 34047.78; 38058.36; 34648.04
4.6981943E7; 26870.51; 27590.31; 32075.42; 33534.52; 26589.6; 24521.68; 28188.46; 27859.01; 37136.89; 34048.94; 38065.9; 34651.41
4.933104E7; 26866.54; 27584.54; 32088.75; 33568.71; 26592.38; 24533.86; 28193.19; 27865.43; 37138.42; 34049.59; 38073.29; 34658.83
5.1797592E7; 26860.94; 27586.18; 32104.75; 33577.35; 26601.7; 24545.15; 28190.31; 27865.36; 37133.93; 34048.4; 38071.7; 34691.66
5.4387471E7; 26849.68; 27584.82; 32114.08; 33633.04; 26598.3; 24555.4; 28189.42; 27862.29; 37133.34; 34041.64; 38072.74; 34708.29
5.7106844E7; 26846.27; 27584.81; 32125.95; 33704.73; 26595.5; 24564.93; 28187.13; 27851.7; 37129.54; 34039.92; 38070.11; 34681.81
5.9962186E7; 26845.72; 27584.2; 32142.39; 33743.89; 26600.0; 24571.51; 28190.51; 27847.78; 37128.84; 34033.93; 38070.81; 34646.09
6.2960295E7; 26839.85; 27586.83; 32163.99; 33772.97; 26603.32; 24580.8; 28184.25; 27845.75; 37133.43; 34031.29; 38071.54; 34674.31
6.6108309E7; 26828.97; 27591.64; 32178.7; 33784.13; 26604.8; 24586.08; 28178.9; 27841.68; 37132.19; 34026.2; 38068.91; 34673.31
6.9413724E7; 26823.08; 27594.77; 32192.74; 33878.84; 26608.26; 24590.68; 28177.72; 27846.73; 37126.79; 34021.03; 38069.27; 34675.4
7.288441E7; 26824.39; 27599.55; 32211.74; 33900.65; 26602.27; 24596.1; 28176.31; 27849.04; 37128.15; 34017.02; 38062.46; 34667.48
7.652863E7; 26818.37; 27608.21; 32230.96; 33916.29; 26596.89; 24597.17; 28179.39; 27845.4; 37131.59; 34011.6; 38063.43; 34687.97
8.0355061E7; 26814.53; 27609.92; 32253.89; 33910.67; 26593.17; 24599.95; 28180.25; 27848.46; 37133.38; 34008.3; 38059.93; 34689.68
8.4372814E7; 26809.83; 27612.5; 32272.31; 33943.14; 26593.29; 24599.51; 28180.35; 27846.06; 37139.24; 34005.82; 38056.21; 34673.8
8.8591454E7; 26820.03; 27625.23; 32295.72; 33990.24; 26590.96; 24607.2; 28183.79; 27850.7; 37137.43; 34003.8; 38057.59; 34631.44
9.3021026E7; 26830.64; 27634.54; 32316.76; 34049.89; 26595.42; 24608.32; 28184.68; 27856.6; 37140.22; 34000.31; 38062.12; 34637.02
9.7672077E7; 26838.36; 27639.14; 32341.5; 34076.09; 26596.38; 24609.48; 28184.18; 27865.21; 37141.78; 33993.59; 38065.32; 34663.53
1.0255568E8; 26849.52; 27648.01; 32358.22; 34126.67; 26598.22; 24611.05; 28183.99; 27865.32; 37137.8; 33985.17; 38069.8; 34671.68
1.07683463E8; 26871.57; 27663.2; 32377.47; 34168.84; 26600.59; 24611.48; 28185.21; 27858.94; 37136.42; 33978.01; 38071.29; 34707.49
1.13067636E8; 26891.0; 27677.12; 32395.89; 34200.04; 26600.15; 24611.59; 28192.42; 27855.98; 37131.22; 33966.36; 38068.02; 34678.66
1.18721017E8; 26915.71; 27695.54; 32416.63; 34255.26; 26605.76; 24610.55; 28187.66; 27846.63; 37131.75; 33955.11; 38066.47; 34653.34
1.24657067E8; 26938.22; 27713.36; 32430.27; 34272.3; 26604.06; 24610.53; 28186.87; 27846.01; 37130.7; 33943.4; 38066.67; 34651.85
1.3088992E8; 26959.72; 27729.33; 32440.41; 34289.58; 26597.02; 24611.93; 28187.11; 27845.79; 37125.27; 33933.13; 38063.12; 34668.78
1.37434416E8; 26987.74; 27751.54; 32452.19; 34309.24; 26599.06; 24613.77; 28186.35; 27841.59; 37126.87; 33926.47; 38060.41; 34645.22
1.44306136E8; 27007.11; 27772.06; 32452.32; 34325.31; 26599.18; 24611.13; 28178.48; 27848.95; 37125.09; 33918.99; 38055.37; 34658.84
1.51521442E8; 27030.59; 27790.66; 32460.67; 34289.07; 26591.67; 24613.15; 28177.79; 27848.06; 37131.26; 33921.02; 38055.57; 34671.47
1.59097514E8; 27050.72; 27811.33; 32472.98; 34296.4; 26591.11; 24611.59; 28182.13; 27847.25; 37129.32; 33925.02; 38055.54; 34687.96
1.67052389E8; 27065.38; 27831.77; 32487.27; 34299.76; 26588.69; 24611.58; 28182.66; 27845.82; 37135.4; 33931.73; 38058.94; 34670.98
1.75405008E8; 27084.79; 27857.58; 32503.06; 34326.96; 26597.19; 24614.48; 28192.99; 27851.78; 37136.41; 33943.35; 38061.9; 34654.93
1.84175258E8; 27100.69; 27886.1; 32508.87; 34306.75; 26594.19; 24614.6; 28191.61; 27857.67; 37134.24; 33952.67; 38062.27; 34644.57
1.9338402E8; 27120.52; 27914.26; 32517.66; 34297.17; 26591.26; 24618.86; 28189.51; 27861.81; 37131.1; 33965.1; 38069.49; 34655.64
2.0305322E8; 27139.79; 27946.28; 32525.97; 34268.3; 26587.67; 24623.41; 28190.77; 27868.59; 37134.33; 33976.88; 38074.37; 34667.18
2.1320588E8; 27153.15; 27979.07; 32528.21; 34286.64; 26600.57; 24625.3; 28190.84; 27862.91; 37132.32; 33987.85; 38068.25; 34700.64
2.23866173E8; 27167.41; 28015.74; 32535.44; 34302.85; 26594.68; 24626.35; 28184.84; 27855.76; 37127.92; 33996.13; 38074.83; 34690.48
2.35059481E8; 27164.14; 28048.75; 32534.81; 34266.96; 26599.59; 24625.65; 28185.48; 27850.71; 37123.91; 34000.37; 38066.82; 34643.86
2.46812455E8; 27171.48; 28088.29; 32536.4; 34243.46; 26601.28; 24626.18; 28184.31; 27847.05; 37128.87; 34004.86; 38066.78; 34645.77
2.59153077E8; 27174.44; 28127.91; 32542.84; 34236.69; 26605.55; 24631.1; 28182.66; 27846.58; 37124.64; 34007.6; 38059.46; 34657.65
2.7211073E8; 27173.47; 28164.8; 32541.36; 34236.96; 26598.56; 24629.35; 28179.3; 27847.69; 37122.34; 34006.74; 38057.6; 34671.45
