p = 16; sample_size = 100
true distinct count; compressed bytes hll6 bzip2; compressed bytes hll6 lzma; compressed bytes hll6 deflate; compressed bytes hll6 zstd; compressed bytes hll8 bzip2; compressed bytes hll8 lzma; compressed bytes hll8 deflate; compressed bytes hll8 zstd; compressed bytes ull bzip2; compressed bytes ull lzma; compressed bytes ull deflate; compressed bytes ull zstd
32.0; 170.48; 234.5; 205.31; 181.61; 156.58; 246.05; 200.36; 182.52; 159.08; 246.4; 209.79; 182.52
33.0; 173.71; 238.38; 208.81; 186.43; 158.34; 249.97; 203.53; 187.72; 160.99; 250.35; 213.12; 187.72
34.0; 176.46; 242.5; 212.49; 190.86; 160.27; 253.77; 206.71; 192.1; 163.65; 254.11; 216.27; 192.1
35.0; 180.06; 246.24; 216.34; 195.5; 162.82; 257.59; 209.95; 196.99; 166.01; 257.92; 219.57; 196.99
36.0; 183.31; 250.13; 220.3; 199.53; 165.43; 261.35; 213.16; 200.86; 169.83; 261.67; 222.95; 200.86
37.0; 186.94; 253.59; 223.77; 204.3; 168.51; 265.02; 216.14; 205.63; 173.19; 265.39; 226.23; 205.63
38.0; 192.53; 257.53; 227.5; 208.98; 172.34; 268.81; 219.17; 210.07; 177.41; 269.19; 229.45; 210.07
39.0; 197.0; 261.19; 231.17; 213.79; 177.22; 272.23; 222.17; 214.66; 181.98; 272.67; 232.76; 214.66
40.0; 201.53; 264.86; 234.79; 217.74; 182.33; 275.98; 225.12; 219.54; 186.1; 276.37; 236.0; 219.54
42.0; 207.6; 272.35; 242.27; 226.51; 188.88; 283.32; 230.93; 225.2; 192.97; 283.7; 242.26; 225.2
44.0; 212.43; 279.42; 250.09; 229.26; 195.19; 290.49; 237.06; 221.6; 198.98; 290.94; 249.06; 221.6
46.0; 217.9; 286.46; 257.45; 225.41; 200.66; 297.67; 243.03; 220.78; 203.98; 298.09; 255.64; 220.78
48.0; 224.13; 293.51; 264.73; 227.97; 205.59; 304.63; 248.96; 226.19; 209.03; 305.13; 262.1; 226.19
50.0; 230.14; 300.42; 271.83; 234.07; 208.96; 311.44; 254.9; 233.32; 212.32; 311.91; 268.71; 233.37
52.0; 235.33; 307.21; 279.16; 241.57; 212.57; 318.17; 260.94; 240.38; 216.4; 318.73; 275.46; 240.43
54.0; 238.87; 314.48; 286.17; 249.24; 216.34; 325.11; 267.1; 247.49; 219.29; 325.63; 282.13; 247.56
56.0; 243.69; 321.6; 293.08; 256.17; 219.03; 332.03; 273.01; 254.15; 222.78; 332.58; 288.83; 254.22
58.0; 248.2; 328.16; 299.89; 263.4; 222.47; 338.7; 278.59; 261.39; 227.04; 339.15; 295.09; 261.46
60.0; 254.11; 334.63; 307.08; 270.72; 227.27; 345.08; 284.44; 268.06; 231.03; 345.61; 301.53; 268.22
62.0; 259.86; 341.41; 313.99; 277.23; 231.81; 351.76; 290.7; 275.39; 235.53; 352.37; 308.16; 275.56
65.0; 268.55; 351.08; 324.43; 287.39; 237.39; 361.91; 300.02; 285.43; 242.64; 362.43; 317.89; 285.67
68.0; 275.62; 360.87; 334.61; 297.41; 244.72; 371.51; 308.73; 294.71; 249.02; 372.17; 327.23; 295.21
71.0; 282.14; 370.45; 344.84; 308.22; 250.89; 381.13; 317.73; 303.11; 256.7; 381.82; 336.6; 303.97
74.0; 287.71; 379.7; 354.83; 318.29; 259.63; 390.92; 326.93; 312.14; 265.38; 391.62; 345.9; 313.14
77.0; 294.64; 389.15; 365.08; 327.26; 266.2; 400.14; 335.66; 321.54; 271.97; 401.04; 354.75; 322.64
80.0; 301.89; 398.86; 375.57; 336.58; 272.97; 409.78; 344.26; 329.93; 279.16; 410.58; 364.16; 331.49
84.0; 312.92; 411.1; 389.54; 349.29; 281.76; 422.14; 356.18; 343.19; 287.77; 423.05; 376.57; 344.88
88.0; 323.53; 423.59; 402.91; 360.54; 289.16; 433.99; 367.54; 355.15; 294.87; 435.02; 388.47; 357.25
92.0; 335.21; 436.08; 416.95; 373.52; 296.14; 446.65; 379.36; 366.54; 302.14; 447.78; 401.22; 369.19
96.0; 346.66; 447.76; 430.61; 383.75; 304.1; 458.49; 391.18; 374.78; 310.13; 459.56; 413.9; 378.63
100.0; 353.74; 459.65; 444.57; 395.47; 311.59; 470.3; 402.76; 379.37; 319.07; 471.57; 426.17; 384.9
105.0; 361.69; 475.1; 461.5; 413.06; 322.94; 485.33; 417.49; 391.35; 331.58; 486.68; 442.02; 397.69
110.0; 373.0; 489.41; 477.59; 427.91; 335.72; 499.67; 431.8; 399.66; 342.5; 501.2; 457.18; 407.07
115.0; 383.74; 504.27; 492.97; 441.6; 343.92; 513.95; 445.84; 410.68; 348.76; 515.51; 472.7; 418.5
120.0; 395.24; 519.04; 508.41; 457.39; 348.76; 528.04; 460.41; 424.08; 355.2; 529.75; 488.41; 431.87
125.0; 406.46; 533.5; 523.64; 472.59; 354.62; 542.34; 474.84; 438.24; 364.83; 544.13; 503.96; 446.07
131.0; 420.13; 550.23; 542.26; 490.03; 369.34; 558.28; 492.42; 454.93; 377.85; 560.29; 522.67; 462.85
137.0; 433.43; 567.19; 560.78; 505.41; 380.39; 574.86; 509.84; 472.59; 386.83; 577.01; 540.73; 480.71
143.0; 446.24; 583.05; 579.73; 523.28; 390.43; 591.4; 527.39; 490.18; 398.97; 593.69; 559.12; 498.46
150.0; 460.03; 601.65; 601.86; 542.08; 403.83; 610.12; 547.6; 509.58; 413.29; 612.7; 579.41; 517.96
157.0; 474.76; 621.35; 624.49; 562.12; 414.77; 629.19; 567.49; 528.16; 423.77; 632.11; 599.71; 536.64
164.0; 486.95; 640.07; 645.74; 580.55; 423.63; 647.86; 588.11; 546.81; 433.87; 650.88; 620.37; 555.36
172.0; 500.53; 662.19; 670.56; 602.74; 438.44; 669.12; 610.65; 567.39; 447.91; 672.49; 643.0; 575.85
180.0; 515.7; 682.15; 694.73; 623.69; 451.46; 689.39; 632.91; 588.32; 462.59; 693.24; 665.23; 597.17
188.0; 530.53; 702.53; 718.75; 644.44; 465.71; 709.28; 655.28; 608.95; 477.59; 713.5; 686.91; 617.69
197.0; 552.57; 725.39; 745.35; 666.52; 482.65; 731.76; 679.73; 635.57; 498.83; 736.37; 710.76; 644.57
206.0; 582.59; 747.81; 771.58; 689.61; 502.6; 754.34; 703.53; 655.91; 532.75; 759.39; 735.37; 664.71
216.0; 617.42; 772.64; 800.26; 713.81; 544.12; 778.12; 730.24; 680.53; 561.54; 783.72; 762.35; 689.47
226.0; 634.39; 798.06; 828.42; 741.61; 568.35; 800.95; 756.22; 707.32; 581.88; 807.21; 788.78; 716.4
237.0; 655.19; 823.73; 859.61; 769.03; 587.56; 826.58; 785.16; 734.66; 601.73; 833.38; 817.97; 743.66
248.0; 677.2; 848.61; 889.51; 799.84; 605.31; 851.52; 813.14; 759.31; 620.81; 858.79; 846.84; 768.31
260.0; 696.63; 875.93; 921.55; 828.06; 626.88; 878.04; 843.64; 789.68; 642.32; 886.17; 878.11; 798.68
273.0; 717.04; 905.41; 956.33; 863.38; 650.67; 907.15; 876.41; 817.58; 665.8; 915.88; 911.7; 826.87
286.0; 744.07; 934.31; 989.4; 895.65; 672.53; 935.95; 908.68; 854.22; 686.92; 945.33; 944.06; 863.43
300.0; 771.34; 965.74; 1025.65; 931.51; 694.54; 965.46; 943.45; 885.12; 709.89; 975.86; 979.27; 895.11
314.0; 800.45; 995.65; 1061.18; 964.51; 718.13; 995.0; 976.75; 920.28; 735.37; 1005.9; 1013.23; 930.5
329.0; 826.86; 1027.19; 1098.74; 999.94; 742.37; 1026.07; 1012.12; 950.36; 760.97; 1037.69; 1049.55; 960.29
345.0; 852.83; 1060.07; 1138.41; 1038.53; 769.25; 1058.53; 1048.69; 987.11; 787.24; 1071.23; 1086.63; 997.39
362.0; 887.52; 1094.4; 1180.28; 1077.19; 795.39; 1091.75; 1087.43; 1023.1; 813.42; 1105.29; 1125.88; 1033.65
380.0; 919.62; 1129.04; 1223.91; 1121.93; 826.37; 1126.21; 1127.47; 1065.81; 843.38; 1140.69; 1166.65; 1076.01
398.0; 949.52; 1164.28; 1267.52; 1159.72; 854.63; 1160.0; 1167.7; 1101.76; 870.54; 1175.69; 1207.32; 1111.91
417.0; 984.47; 1200.09; 1311.47; 1204.39; 880.78; 1193.97; 1209.3; 1145.5; 896.6; 1210.49; 1248.3; 1155.26
437.0; 1022.55; 1237.28; 1358.54; 1250.68; 910.0; 1228.99; 1251.96; 1190.96; 926.57; 1246.63; 1291.06; 1201.44
458.0; 1057.66; 1277.29; 1406.52; 1295.34; 938.99; 1265.7; 1296.57; 1230.96; 953.75; 1284.16; 1335.8; 1240.86
480.0; 1098.1; 1317.61; 1456.96; 1343.19; 964.23; 1304.4; 1341.79; 1278.06; 983.58; 1323.79; 1380.72; 1288.46
503.0; 1164.34; 1358.68; 1508.9; 1396.41; 995.7; 1342.6; 1388.53; 1326.5; 1014.34; 1362.92; 1427.4; 1337.3
528.0; 1209.45; 1401.01; 1564.17; 1454.09; 1032.11; 1382.28; 1438.89; 1380.13; 1060.67; 1403.59; 1478.09; 1390.97
554.0; 1254.36; 1444.92; 1620.28; 1506.27; 1087.26; 1424.52; 1490.49; 1436.1; 1112.01; 1446.91; 1529.71; 1446.32
581.0; 1293.25; 1490.09; 1677.43; 1568.21; 1126.26; 1467.89; 1542.79; 1490.76; 1151.81; 1491.25; 1581.81; 1501.88
610.0; 1335.56; 1537.33; 1739.13; 1631.77; 1168.34; 1513.91; 1599.09; 1552.43; 1190.73; 1538.37; 1638.09; 1563.21
640.0; 1378.57; 1586.68; 1802.93; 1695.26; 1210.81; 1559.03; 1656.78; 1609.89; 1234.29; 1584.86; 1696.83; 1623.23
672.0; 1427.49; 1638.74; 1869.13; 1761.44; 1258.49; 1605.91; 1717.78; 1678.1; 1278.94; 1632.85; 1757.24; 1692.35
705.0; 1475.25; 1691.87; 1936.18; 1832.78; 1305.09; 1654.78; 1779.46; 1743.52; 1326.3; 1682.88; 1819.04; 1754.28
740.0; 1523.49; 1745.74; 2006.07; 1909.16; 1351.85; 1704.05; 1842.25; 1811.28; 1373.3; 1733.03; 1881.71; 1825.83
776.0; 1569.98; 1801.38; 2076.94; 1981.83; 1398.5; 1753.93; 1906.68; 1886.82; 1419.76; 1783.43; 1946.23; 1899.86
814.0; 1623.16; 1857.25; 2150.69; 2063.74; 1448.02; 1805.57; 1973.89; 1962.74; 1467.62; 1836.23; 2014.35; 1974.46
854.0; 1675.82; 1917.21; 2227.4; 2145.06; 1499.1; 1857.87; 2044.76; 2035.21; 1517.71; 1890.14; 2085.49; 2052.34
896.0; 1734.04; 1977.85; 2306.47; 2230.45; 1550.41; 1912.37; 2115.83; 2119.31; 1571.32; 1945.71; 2156.82; 2132.46
940.0; 1793.09; 2039.48; 2388.81; 2319.13; 1602.15; 1968.6; 2187.82; 2209.71; 1623.93; 2003.47; 2230.14; 2221.58
986.0; 1853.36; 2102.3; 2471.98; 2405.3; 1656.43; 2026.88; 2263.24; 2288.31; 1678.03; 2062.99; 2305.97; 2304.06
1035.0; 1945.45; 2170.35; 2560.78; 2502.44; 1713.33; 2086.33; 2342.38; 2380.38; 1734.24; 2123.58; 2385.75; 2395.85
1086.0; 2023.52; 2241.18; 2649.61; 2602.31; 1769.78; 2149.79; 2423.32; 2480.93; 1791.46; 2188.85; 2468.4; 2497.64
1140.0; 2090.27; 2312.34; 2745.5; 2710.27; 1834.84; 2212.6; 2509.94; 2581.13; 1856.7; 2253.66; 2556.11; 2597.25
1197.0; 2162.81; 2386.56; 2844.43; 2820.29; 1931.35; 2278.55; 2599.95; 2687.51; 1950.35; 2321.3; 2645.57; 2704.2
1256.0; 2239.2; 2463.88; 2945.29; 2928.28; 1995.17; 2347.37; 2691.42; 2797.52; 2013.51; 2391.03; 2737.91; 2814.95
1318.0; 2316.43; 2542.97; 3049.56; 3052.29; 2059.78; 2417.17; 2784.9; 2908.47; 2079.51; 2463.15; 2831.9; 2926.08
1383.0; 2398.55; 2624.49; 3157.39; 3174.25; 2130.87; 2487.84; 2883.26; 3020.85; 2150.52; 2535.31; 2930.72; 3040.27
1452.0; 2478.59; 2710.04; 3268.02; 3303.1; 2198.5; 2563.04; 2982.72; 3147.07; 2221.46; 2613.27; 3032.92; 3163.02
1524.0; 2557.27; 2799.34; 3382.23; 3426.04; 2274.1; 2640.61; 3087.13; 3273.32; 2294.23; 2692.73; 3138.38; 3292.28
1600.0; 2642.83; 2890.78; 3503.42; 3562.94; 2352.64; 2720.91; 3195.93; 3403.06; 2371.21; 2775.79; 3248.67; 3422.41
1680.0; 2732.56; 2986.93; 3626.24; 3709.58; 2437.39; 2804.5; 3309.1; 3537.83; 2452.51; 2861.75; 3362.26; 3558.27
1763.0; 2826.48; 3084.01; 3753.55; 3854.22; 2521.8; 2887.83; 3425.17; 3677.48; 2535.61; 2947.38; 3478.65; 3699.45
1851.0; 2926.75; 3187.38; 3884.52; 4007.18; 2611.23; 2976.43; 3543.39; 3830.64; 2622.94; 3039.71; 3599.75; 3851.81
1943.0; 3031.33; 3291.77; 4019.68; 4164.31; 2701.48; 3068.5; 3668.03; 3982.84; 2712.4; 3135.14; 3726.45; 4008.32
2040.0; 3142.4; 3400.48; 4161.71; 4325.65; 2801.77; 3162.65; 3795.88; 4140.25; 2805.97; 3231.36; 3856.37; 4167.29
2141.0; 3256.33; 3513.59; 4303.68; 4497.5; 2898.35; 3257.83; 3926.86; 4303.18; 2899.97; 3330.12; 3991.01; 4333.68
2248.0; 3377.38; 3631.48; 4453.41; 4672.95; 2999.4; 3357.79; 4063.4; 4473.91; 3000.66; 3434.5; 4129.68; 4502.81
2360.0; 3504.0; 3752.03; 4605.94; 4849.59; 3107.11; 3462.18; 4208.27; 4647.8; 3100.95; 3545.35; 4277.14; 4681.72
2477.0; 3634.6; 3878.32; 4763.24; 5035.74; 3218.03; 3568.58; 4356.2; 4830.27; 3208.99; 3655.22; 4426.62; 4862.22
2600.0; 3769.16; 4005.65; 4924.52; 5221.82; 3337.86; 3680.56; 4506.29; 5019.33; 3325.26; 3771.75; 4581.84; 5055.6
2729.0; 3909.5; 4139.22; 5090.96; 5422.21; 3464.01; 3794.21; 4662.25; 5212.71; 3442.78; 3891.32; 4742.22; 5246.17
2865.0; 4055.87; 4280.07; 5262.64; 5620.02; 3594.59; 3911.05; 4823.25; 5413.07; 3570.03; 4013.4; 4908.07; 5449.41
3008.0; 4205.22; 4424.5; 5440.12; 5834.15; 3734.68; 4034.64; 4990.2; 5621.14; 3705.35; 4142.15; 5078.86; 5658.72
3158.0; 4361.36; 4575.17; 5623.44; 6042.46; 3877.81; 4160.58; 5159.93; 5835.06; 3842.56; 4274.92; 5252.5; 5880.34
3315.0; 4522.61; 4728.35; 5810.09; 6269.0; 4027.24; 4291.26; 5334.78; 6061.83; 3987.38; 4413.1; 5432.79; 6101.8
3480.0; 4689.93; 4894.14; 6001.29; 6492.12; 4182.89; 4424.52; 5513.69; 6289.29; 4138.13; 4553.63; 5618.71; 6329.66
3653.0; 4863.36; 5061.9; 6198.77; 6722.56; 4343.12; 4563.58; 5698.57; 6517.01; 4293.96; 4700.79; 5810.54; 6566.07
3835.0; 5047.41; 5233.45; 6403.36; 6955.05; 4507.5; 4706.27; 5887.44; 6755.41; 4456.58; 4853.09; 6007.06; 6808.63
4026.0; 5235.51; 5415.43; 6614.31; 7191.16; 4680.32; 4856.29; 6085.16; 7002.7; 4624.84; 5012.09; 6212.02; 7056.77
4227.0; 5433.22; 5604.95; 6832.34; 7439.3; 4860.38; 5009.79; 6286.71; 7253.33; 4804.44; 5175.38; 6420.55; 7316.32
4438.0; 5635.6; 5802.7; 7053.27; 7689.46; 5046.52; 5166.16; 6491.31; 7509.84; 4987.79; 5343.71; 6634.36; 7578.63
4659.0; 5844.36; 6005.91; 7280.18; 7938.06; 5239.62; 5332.87; 6702.3; 7769.82; 5179.4; 5516.45; 6855.08; 7849.55
4891.0; 6061.7; 6217.28; 7514.18; 8205.95; 5441.06; 5503.12; 6920.12; 8036.43; 5376.5; 5702.68; 7087.73; 8115.63
5135.0; 6285.42; 6436.7; 7757.92; 8464.24; 5648.75; 5681.4; 7147.86; 8313.24; 5585.2; 5894.16; 7320.93; 8399.52
5391.0; 6517.34; 6664.75; 8008.22; 8736.58; 5867.01; 5867.27; 7379.46; 8590.58; 5802.69; 6096.03; 7563.71; 8686.58
5660.0; 6755.62; 6898.97; 8260.42; 9000.05; 6087.55; 6062.31; 7619.28; 8867.9; 6027.78; 6305.75; 7813.08; 8969.38
5942.0; 7002.17; 7140.35; 8519.62; 9278.7; 6322.67; 6267.71; 7865.45; 9157.44; 6264.87; 6525.53; 8068.16; 9269.43
6239.0; 7257.07; 7391.68; 8788.14; 9560.19; 6559.79; 6479.28; 8118.19; 9449.43; 6509.45; 6750.67; 8334.6; 9570.38
6550.0; 7517.57; 7652.12; 9064.65; 9847.75; 6808.31; 6700.2; 8377.9; 9744.85; 6764.46; 6992.59; 8606.2; 9879.44
6877.0; 7790.63; 7918.61; 9348.52; 10131.04; 7065.49; 6926.33; 8641.1; 10044.82; 7031.06; 7237.46; 8885.22; 10190.46
7220.0; 8072.14; 8195.64; 9640.87; 10424.57; 7335.58; 7163.35; 8912.66; 10350.33; 7309.51; 7494.13; 9171.47; 10507.66
7580.0; 8362.42; 8478.67; 9937.71; 10712.03; 7606.22; 7408.14; 9188.84; 10658.4; 7592.74; 7765.33; 9465.86; 10826.76
7959.0; 8659.3; 8769.7; 10240.56; 11008.62; 7897.15; 7663.81; 9474.1; 10972.05; 7885.33; 8041.3; 9769.09; 11152.76
8356.0; 8964.35; 9065.9; 10549.1; 11308.66; 8183.1; 7922.72; 9761.37; 11278.12; 8187.97; 8328.78; 10079.56; 11478.14
8773.0; 9283.59; 9376.28; 10865.15; 11607.14; 8484.58; 8194.2; 10058.66; 11591.02; 8502.31; 8624.92; 10398.04; 11805.23
9211.0; 9613.27; 9694.12; 11193.02; 11922.83; 8798.26; 8471.93; 10361.53; 11903.35; 8828.7; 8933.89; 10718.95; 12139.45
9671.0; 9945.94; 10014.29; 11523.79; 12228.38; 9119.69; 8756.97; 10660.75; 12223.1; 9163.45; 9242.24; 11044.39; 12470.3
10154.0; 10292.26; 10343.69; 11862.79; 12541.21; 9456.75; 9050.05; 10969.81; 12541.71; 9512.46; 9568.09; 11385.2; 12815.07
10661.0; 10649.06; 10681.15; 12208.64; 12862.99; 9799.4; 9351.99; 11282.3; 12859.64; 9870.32; 9899.5; 11731.28; 13153.61
11194.0; 11010.79; 11026.26; 12564.54; 13185.44; 10153.43; 9659.13; 11606.93; 13172.71; 10246.29; 10241.7; 12088.86; 13496.95
11753.0; 11382.39; 11372.95; 12922.7; 13506.47; 10513.14; 9971.7; 11938.9; 13490.52; 10632.65; 10589.52; 12454.86; 13841.66
12340.0; 11754.68; 11735.35; 13288.97; 13837.14; 10876.12; 10294.93; 12274.05; 13809.59; 11028.1; 10950.28; 12825.52; 14191.1
12956.0; 12137.55; 12103.23; 13667.91; 14168.67; 11250.72; 10622.25; 12618.53; 14129.42; 11437.04; 11321.82; 13206.11; 14537.82
13603.0; 12525.98; 12477.72; 14045.66; 14507.92; 11623.22; 10956.2; 12961.49; 14440.38; 11856.87; 11690.47; 13585.48; 14892.89
14283.0; 12924.23; 12863.27; 14431.46; 14850.62; 12003.17; 11292.92; 13314.98; 14757.55; 12290.62; 12072.41; 13982.04; 15245.42
14997.0; 13323.66; 13256.69; 14823.41; 15193.55; 12391.73; 11638.25; 13675.2; 15074.84; 12733.19; 12465.37; 14389.51; 15609.75
15746.0; 13726.66; 13656.74; 15223.99; 15548.0; 12785.79; 11984.06; 14036.65; 15394.28; 13186.82; 12864.84; 14802.13; 15969.98
16533.0; 14134.38; 14065.85; 15631.55; 15906.6; 13180.28; 12333.69; 14402.67; 15710.61; 13653.11; 13270.7; 15220.97; 16333.7
17359.0; 14543.3; 14473.67; 16044.13; 16270.53; 13586.52; 12690.66; 14775.39; 16029.23; 14140.21; 13688.98; 15644.58; 16702.47
18226.0; 14957.22; 14894.6; 16451.7; 16639.61; 13991.6; 13051.26; 15144.18; 16345.49; 14623.23; 14114.79; 16078.1; 17079.37
19137.0; 15372.2; 15322.09; 16865.09; 17012.58; 14398.41; 13419.74; 15516.39; 16668.58; 15109.16; 14553.03; 16521.91; 17461.22
20093.0; 15786.18; 15748.74; 17287.33; 17390.68; 14810.0; 13792.98; 15895.32; 16992.56; 15612.78; 14998.28; 16970.31; 17847.69
21097.0; 16200.99; 16183.33; 17711.11; 17776.39; 15222.71; 14179.88; 16282.17; 17314.74; 16129.99; 15452.02; 17429.02; 18243.53
22151.0; 16614.13; 16617.15; 18137.81; 18156.25; 15633.18; 14562.33; 16668.54; 17643.17; 16651.06; 15909.95; 17890.87; 18641.09
23258.0; 17029.89; 17055.32; 18564.88; 18546.16; 16049.21; 14955.57; 17061.0; 17976.01; 17178.8; 16380.81; 18353.75; 19044.74
24420.0; 17450.54; 17496.29; 18992.61; 18944.62; 16455.84; 15346.95; 17443.35; 18308.69; 17712.34; 16863.8; 18831.43; 19461.95
25641.0; 17862.34; 17940.92; 19423.81; 19341.1; 16863.25; 15751.81; 17824.1; 18643.66; 18262.68; 17345.43; 19316.1; 19877.95
26923.0; 18270.99; 18389.15; 19850.13; 19740.18; 17268.22; 16149.93; 18201.98; 18985.34; 18805.97; 17837.27; 19799.57; 20304.06
28269.0; 18679.58; 18837.95; 20280.46; 20140.85; 17663.87; 16546.85; 18586.11; 19326.52; 19359.48; 18336.61; 20292.25; 20743.06
29682.0; 19092.35; 19284.9; 20710.46; 20536.82; 18052.11; 16941.24; 18965.55; 19674.7; 19916.57; 18841.86; 20779.2; 21181.79
31166.0; 19486.84; 19733.47; 21141.51; 20933.29; 18438.27; 17331.99; 19348.39; 20019.41; 20478.14; 19351.73; 21272.95; 21627.97
32724.0; 19871.95; 20183.03; 21567.69; 21323.36; 18822.47; 17724.55; 19730.96; 20368.71; 21036.59; 19867.35; 21775.79; 22083.52
34360.0; 20245.05; 20623.52; 21983.87; 21712.49; 19189.65; 18103.12; 20108.58; 20719.23; 21587.48; 20386.49; 22280.34; 22544.42
36077.0; 20618.89; 21065.81; 22407.68; 22096.64; 19564.01; 18482.03; 20482.47; 21082.09; 22140.69; 20911.4; 22788.85; 23004.76
37880.0; 20974.13; 21498.91; 22826.91; 22470.47; 19943.95; 18857.78; 20850.78; 21431.64; 22680.62; 21439.18; 23306.01; 23473.73
39773.0; 21317.17; 21937.63; 23250.77; 22842.96; 20295.57; 19230.0; 21218.2; 21784.32; 23231.54; 21974.79; 23827.17; 23939.07
41761.0; 21653.13; 22360.5; 23670.71; 23213.24; 20621.82; 19594.38; 21571.4; 22131.38; 23788.32; 22509.03; 24338.87; 24404.83
43849.0; 21971.05; 22785.85; 24087.16; 23579.04; 20935.38; 19964.67; 21925.7; 22484.42; 24350.69; 23047.37; 24860.03; 24872.93
46041.0; 22270.31; 23199.74; 24479.05; 23936.46; 21234.86; 20329.68; 22267.79; 22827.44; 24901.76; 23586.89; 25373.78; 25334.85
48343.0; 22557.36; 23606.34; 24855.1; 24285.14; 21534.96; 20638.43; 22612.14; 23165.87; 25441.66; 24124.91; 25886.17; 25792.52
50760.0; 22875.11; 23999.68; 25264.71; 24633.75; 21829.98; 20988.43; 22953.55; 23496.71; 25966.98; 24660.59; 26437.37; 26244.82
